,season,week,avg_time_to_throw,avg_completed_air_yards,avg_intended_air_yards,avg_air_yards_differential,aggressiveness,max_completed_air_distance,avg_air_yards_to_sticks,attempts,pass_yards,pass_touchdowns,interceptions,passer_rating,completions,completion_percentage,expected_completion_percentage,completion_percentage_above_expectation,avg_air_distance,max_air_distance,passing_drop_pct,passing_bad_throw_pct,times_pressured_pct,offense_pct,team_passing_yards,team_passing_tds,team_passing_first_downs,team_passing_epa,team_rushing_yards,team_rushing_tds,team_rushing_first_downs,team_rushing_epa,passing_first_downs,passing_epa,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,draft_number,age,games_played,draft_pos_decay,fpts_gained,fpts_lost,coach_pass_oe,coach_td_prob,coach_home_wp,coach_punt_attempt,coach_first_down,coach_penalty_yards,coach_total_home_epa,coach_total_home_rush_epa,coach_total_home_pass_epa,coach_3d_pct,ffpts,ffpts_target
1769,2021,7,2.730846153846154,4.104705882352941,7.12153846153846,-3.016832579185519,26.923076923076923,57.70460380246969,-1.7630769230769232,26,150,2,0,106.25,17,65.38461538461539,64.23441153764725,1.1502038469681397,21.442165485873097,57.70460380246969,0.038,0.115,0.207,1.0,150.0,2.0,6.0,-3.2269902,148.0,2.0,8.0,-1.7294024,6.0,-3.2269902,23.0,1.0,2.0,2.5895429,2.0,28.816,55.0,0.0363636363636363,,,4.819877624511719,0.3633577575286229,0.663215215007464,3.6666666666666665,21.666666666666668,67.83333333333333,17.732448498408,4.072233567635219,13.885042190551758,0.4225746467709541,14.0,21.24
1771,2021,7,2.67034375,4.0535000000000005,6.728750000000002,-2.675250000000001,12.5,38.0656446155848,-1.5212499999999995,32,202,1,2,64.84375,20,62.5,68.95779210608453,-6.457792106084526,20.900448960990637,45.61943664711348,0.031,0.188,0.121,0.72,253.0,1.0,13.0,0.10222176,62.0,1.0,3.0,-3.7928264,9.0,-0.18972307,0.0,0.0,0.0,,171.0,26.585,55.0,3.109090909090909,1.8896666478365696,2.506666644414266,-70.45925267537434,0.3377620081106822,0.7655406395594279,3.5,18.5,60.5,19.63301706314087,0.5982657372951508,17.216840624809265,0.3972222333153088,12.08,28.2
1772,2021,7,2.9458,4.934499999999999,7.165454545454545,-2.230954545454546,11.428571428571429,32.47105326286784,-2.834545454545456,35,206,0,1,62.32142857142856,20,57.14285714285714,66.44843642200743,-9.305579279150294,20.25133670067092,60.98616646420728,0.061,0.273,0.318,0.75,288.0,0.0,16.0,-2.7366662,77.0,0.0,4.0,-0.23737073,10.0,-6.784651,35.0,0.0,1.0,-0.52623653,10.0,26.103,55.0,0.1818181818181818,,,349.88251304626465,0.3158964018026988,0.4029283374547958,3.1666666666666665,23.0,70.83333333333333,-7.988857726256053,-0.3839879830678304,-8.177112321058909,0.3707320590813954,8.24,15.0
1773,2021,7,2.952703703703704,7.68,8.29888888888889,-0.6188888888888897,3.7037037037037033,33.73795044160211,-1.330740740740741,27,181,1,2,60.87962962962962,16,59.25925925925925,71.02522563051295,-11.765966371253697,20.8406758593324,33.73795044160211,0.074,0.185,0.172,1.0,181.0,1.0,8.0,-9.726978,111.0,1.0,5.0,-1.221167,8.0,-9.726978,0.0,0.0,0.0,-0.4693826,62.0,29.977,54.0,1.148148148148148,,,-71.80445607503255,0.3413145045439402,0.5963749339183172,4.666666666666667,19.666666666666668,55.0,-0.287233551343282,2.672591944535573,-0.8037007252375284,0.3949134250481923,11.24,12.88
1774,2021,7,2.2625625,3.2504347826086954,4.968709677419356,-1.7182748948106603,6.25,33.520125298095174,-4.48290322580645,32,135,0,0,79.55729166666666,23,71.875,74.64846218936145,-2.773462189361453,19.440287889672003,38.44326989214107,0.065,0.129,0.176,1.0,135.0,0.0,6.0,-16.39597,42.0,0.0,0.0,-6.137609,6.0,-16.39597,0.0,0.0,0.0,,67.0,23.009,7.0,9.571428571428571,4.229666659360134,0.0,116.08077748616536,0.3553613076607386,0.6535680542389551,3.1666666666666665,22.33333333333333,47.16666666666666,19.338740746180218,4.965601682662964,14.388879617055258,0.4280691519379616,5.4,20.4
1776,2021,7,2.854727272727273,3.7769565217391303,6.101875000000001,-2.32491847826087,24.24242424242424,39.79744966703269,-2.6168749999999994,33,187,2,1,91.3510101010101,23,69.6969696969697,64.21338324293946,5.483586454030245,20.084041230095053,42.25693315895038,0.031,0.125,0.229,1.0,187.0,2.0,11.0,6.326555,41.0,0.0,3.0,-0.92117524,11.0,6.326555,3.0,0.0,2.0,1.841016,32.0,28.945,55.0,0.5818181818181818,,,301.649066289266,0.3498745858669281,0.7272742787996928,2.5,20.666666666666668,53.333333333333336,13.213570237159727,1.1664347400267918,12.59216010570526,0.422688437004884,15.48,12.52
1777,2021,7,2.83716,1.79,4.604583333333333,-2.814583333333333,12.0,20.80179078829513,-4.103750000000001,25,112,0,1,57.41666666666667,16,64.0,70.15372264385223,-6.153722643852234,16.46290982578341,29.453218839373065,0.125,0.125,0.286,0.7,145.0,0.0,8.0,-23.83127,56.0,0.0,3.0,1.8284935,6.0,-10.541077,0.0,0.0,0.0,,3.0,24.386,55.0,0.0545454545454545,,,85.92616271972656,0.32038347919782,0.7366639673709869,4.166666666666667,17.833333333333332,37.66666666666666,15.808245142300924,1.1807919045289357,15.352312127749125,0.3343434408307075,4.48,5.16
1778,2021,7,2.7080270270270272,8.839565217391305,10.697777777777777,-1.8582125603864716,34.21052631578947,38.63003235825722,2.1422222222222222,38,416,3,1,113.48684210526316,23,60.526315789473685,51.82402927526518,8.702286514208502,24.47069194060732,43.57093641408227,0.0,0.194,0.282,0.89,416.0,3.0,15.0,19.762691,111.0,2.0,3.0,-0.95835763,15.0,19.762691,0.0,0.0,0.0,-0.6672173,1.0,24.871,23.0,0.0434782608695652,,,339.0458558400472,0.3355132341384887,0.661112646261851,2.833333333333333,20.0,49.333333333333336,6.188280701637268,2.184199949105581,4.687661051750183,0.4184149329861005,28.64,22.36
1779,2021,7,2.621242424242424,3.621739130434784,6.1643750000000015,-2.542635869565218,3.0303030303030303,25.055841634237712,-3.7418749999999994,33,203,1,0,95.89646464646464,23,69.6969696969697,69.36071795044523,0.3362517465244679,18.608492178856583,43.25159187821877,0.063,0.188,0.171,1.0,219.0,1.0,11.0,-1.0197551,103.0,1.0,7.0,-5.9148116,10.0,-2.00064,28.0,0.0,1.0,0.59654933,6.0,24.411,39.0,0.1538461538461538,,,-27.72804005940755,0.3620068778594335,0.6373823036750158,4.333333333333333,20.0,67.66666666666667,14.009166638056437,0.6727330386638641,12.959874153137209,0.3982690945267677,12.12,16.880000000000003
1780,2021,7,2.3668611111111115,7.050999999999999,8.841111111111111,-1.790111111111112,27.77777777777778,48.18938991105821,1.063333333333333,36,211,4,0,109.83796296296296,20,55.55555555555556,60.68062591883872,-5.125070363283157,19.85387733606064,51.32258177449768,0.0,0.278,0.028,0.89,226.0,4.0,13.0,8.609915,182.0,1.0,12.0,1.2071154,12.0,9.262589,0.0,0.0,0.0,,199.0,44.225,55.0,3.618181818181818,1.2533333222071366,1.253333322207133,421.9301058451335,0.3497921725114186,0.621415987610817,2.6666666666666665,24.83333333333333,49.66666666666666,12.167289098103842,3.752450346946716,8.700055122375488,0.4852564136187235,24.44,31.0
1781,2021,7,3.065444444444444,5.289200000000001,7.775000000000001,-2.4858,21.62162162162162,47.18402483892192,-0.8916666666666662,37,268,1,1,86.31756756756758,25,67.56756756756756,61.51406640136564,6.053501166201926,20.66978486398343,47.18402483892192,0.0,0.167,0.213,1.0,268.0,1.0,15.0,-10.545094,195.0,0.0,9.0,3.4416413,15.0,-10.545094,95.0,0.0,5.0,-0.6702829,,28.611,43.0,,,,-143.38895479838052,0.3448863824208577,0.7822638154029846,2.333333333333333,20.83333333333333,58.0,17.694900512695312,0.1030135254065195,16.98743712902069,0.4356060723463694,14.72,14.8
1782,2021,7,3.067228571428572,3.678421052631579,9.356562500000004,-5.678141447368423,5.714285714285714,25.524131718826403,0.0753124999999999,35,222,1,0,83.27380952380952,19,54.285714285714285,66.65189743041992,-12.366183144705635,22.08256378302088,55.44647328730656,0.094,0.188,0.171,1.0,222.0,1.0,10.0,-0.30584228,94.0,0.0,7.0,-8.236127,10.0,-0.30584228,40.0,0.0,5.0,1.467243,1.0,27.8,54.0,0.0185185185185185,,,163.2759075164795,0.3413262764612834,0.6834646364053091,2.6666666666666665,20.33333333333333,61.5,11.251827875773111,-0.2060942302147547,13.41232705116272,0.3885975256562233,12.88,18.76
1783,2021,7,2.6865,2.9877272727272723,5.844838709677418,-2.857111436950146,6.25,35.99921249138653,-2.348709677419356,32,184,0,3,44.27083333333333,22,68.75,70.11272613890469,-1.3627261389046907,19.0202109784232,47.33853504281686,0.161,0.097,0.209,1.0,184.0,0.0,11.0,-25.489264,143.0,0.0,6.0,-2.8803213,11.0,-25.489264,38.0,0.0,1.0,-2.1578708,11.0,22.639,7.0,1.5714285714285714,,,66.26456705729167,0.3259943922360738,0.6758304486672083,4.0,19.33333333333333,33.666666666666664,6.5347297588984175,3.0055369238058725,6.009529153505961,0.3642045507828395,7.36,11.0
1784,2021,7,2.6684722222222224,4.248749999999999,7.64142857142857,-3.3926785714285703,16.666666666666664,52.16924860490134,-0.3871428571428575,36,307,2,0,111.6898148148148,24,66.66666666666666,68.00885608212816,-1.3421894154615046,21.444983106867625,52.16924860490134,0.0,0.176,0.103,0.84,411.0,3.0,17.0,25.88659,148.0,4.0,12.0,7.913872,13.0,15.44272,19.0,0.0,2.0,2.2338672,15.0,23.135,7.0,2.142857142857143,,,382.9985122680664,0.3142829686403274,0.5153243939081827,2.833333333333333,23.33333333333333,58.333333333333336,4.394109884897868,0.8633733987808228,1.9021308620770767,0.4248307297627131,20.28,8.68
1785,2021,7,2.4478125000000004,4.714545454545454,6.35,-1.6354545454545455,6.25,24.313200118454176,-0.3833333333333338,16,82,0,0,80.72916666666666,11,68.75,76.26131754368544,-7.511317543685436,17.559147705439486,29.1380867594288,0.067,0.2,0.176,0.25,288.0,0.0,16.0,-2.7366662,77.0,0.0,4.0,-0.23737073,6.0,4.0479846,4.0,0.0,0.0,0.12575498,57.0,36.312,55.0,1.0363636363636364,,,349.88251304626465,0.3158964018026988,0.4029283374547958,3.1666666666666665,23.0,70.83333333333333,-7.988857726256053,-0.3839879830678304,-8.177112321058909,0.3707320590813954,3.28,
1787,2021,8,2.8076000000000003,7.808888888888889,9.392647058823528,-1.5837581699346384,17.142857142857142,46.62099312541508,0.8632352941176463,35,217,0,0,70.77380952380952,18,51.42857142857142,62.41442114114761,-10.98584971257619,23.693334470589704,50.53015436350853,0.029,0.382,0.132,1.0,217.0,0.0,10.0,-2.1464484,142.0,1.0,9.0,0.44725776,10.0,-2.1464484,10.0,0.0,2.0,3.0770826,15.0,23.154,8.0,1.875,,,119.37573496500652,0.3382901052633921,0.5577424466609955,4.166666666666667,20.166666666666668,53.66666666666666,-7.391156832377116,3.1868403553962708,-7.933665017286937,0.3510724728306134,8.68,9.56
1789,2021,8,2.9850857142857143,3.644347826086957,4.1575,-0.5131521739130434,2.857142857142857,40.24252725662244,-5.186249999999999,35,184,1,0,88.27380952380953,23,65.71428571428571,66.07632151671818,-0.362035802432473,18.58524631205268,45.216002698159855,0.121,0.152,0.263,1.0,184.0,1.0,6.0,-10.672717,101.0,0.0,4.0,-3.1502059,6.0,-9.925638,18.0,0.0,1.0,-0.11929298,102.0,33.199,55.0,1.8545454545454545,,,-355.33252970377606,0.3382788101832072,0.5598998665809631,4.0,20.166666666666668,62.333333333333336,-9.000187714894613,-2.159878432750702,-12.966080824534098,0.4127953859666983,11.36,15.48
1791,2021,8,2.620548387096774,5.054499999999999,6.65483870967742,-1.6003387096774206,12.903225806451612,35.455699118759455,-3.474193548387097,31,225,0,0,86.08870967741935,20,64.51612903225806,71.75807320783215,-7.24194417557409,19.05818502481081,35.455699118759455,0.129,0.161,0.278,1.0,225.0,0.0,10.0,2.9156137,96.0,1.0,7.0,-3.9768085,10.0,2.9156137,5.0,0.0,1.0,0.991922,1.0,26.549,56.0,0.0178571428571428,,,112.35372161865234,0.3205664952596028,0.4397238170107205,4.333333333333333,18.0,65.16666666666667,-11.281104564666748,-1.101112812757492,-11.698832002778849,0.3961157004038493,9.0,16.72
1792,2021,8,2.760185185185185,9.282352941176471,9.294074074074077,-0.0117211328976036,21.428571428571427,53.07661726221821,-0.8911111111111106,28,322,0,0,100.59523809523807,17,60.71428571428571,60.93575651092189,-0.2214707966361828,20.65891955200324,53.07661726221821,0.074,0.148,0.143,1.0,322.0,0.0,12.0,14.655105,145.0,3.0,9.0,7.03765,12.0,14.655105,4.0,2.0,2.0,2.2762623,62.0,29.996,55.0,1.1272727272727272,,,92.2976926167806,0.3270092109839121,0.4503700484832127,3.8333333333333335,20.0,74.5,-8.739972114562988,-0.6775928437709808,-10.13620102405548,0.3673611183961232,12.88,21.04
1793,2021,8,2.492875,3.508181818181818,3.9975,-0.4893181818181817,12.5,53.47734660582928,-3.815,32,222,2,1,96.09375,22,68.75,71.65659195743501,-2.906591957435012,18.35998479304322,53.47734660582928,0.063,0.219,0.243,1.0,241.0,2.0,10.0,-0.4677317,72.0,0.0,3.0,-2.6408763,9.0,-1.7436211,12.0,0.0,0.0,-1.7470136,6.0,24.433,40.0,0.15,,,147.47239939371744,0.3159830371538798,0.462162601451079,4.5,17.666666666666668,67.66666666666667,-7.246510823567708,0.4545998871326446,-9.814653761684896,0.3937347481648127,16.880000000000003,8.4
1796,2021,8,2.2471621621621622,2.178636363636364,5.501944444444444,-3.32330808080808,10.81081081081081,26.660264439798787,-1.6925,37,184,2,0,90.37162162162164,22,59.45945945945946,71.55349407647107,-12.094034617011609,19.852562453653825,72.39160517629098,0.056,0.194,0.231,1.0,184.0,2.0,10.0,1.4296646,151.0,1.0,11.0,4.587767,10.0,1.4296646,3.0,0.0,0.0,0.5177353,24.0,37.906,56.0,0.4285714285714285,,,98.01208368937176,0.3412607858578364,0.5064306656519572,3.1666666666666665,21.0,74.16666666666667,-6.351304531097412,-1.008600910504659,-6.805039942264557,0.3832341333230336,15.36,11.68
1797,2021,8,2.493102564102564,4.875714285714286,6.890555555555555,-2.014841269841269,25.64102564102564,35.01569933615492,-2.081666666666666,39,205,0,1,58.17307692307693,21,53.84615384615385,56.67487252981235,-2.8287186836585008,21.110972349956462,35.01569933615492,0.081,0.243,0.465,1.0,205.0,0.0,10.0,-2.6412957,68.0,1.0,4.0,-6.1271963,10.0,-2.6412957,10.0,1.0,1.0,-2.6340532,5.0,23.666,24.0,0.2083333333333333,,,27.946510314941406,0.3312447120745976,0.5241314023733139,4.166666666666667,19.666666666666668,48.66666666666666,-5.924748222033183,2.802615722020468,-7.307592650254567,0.3528484751780827,8.2,18.92
1798,2021,8,2.6152500000000005,7.812083333333333,9.50325,-1.6911666666666667,20.0,41.00500091452261,0.3282500000000004,40,325,2,1,92.1875,24,60.0,60.96624465659261,-0.9662446565926076,23.473218130550745,47.72272519460723,0.05,0.225,0.136,1.0,360.0,2.0,17.0,4.7996225,78.0,0.0,4.0,-3.0733433,16.0,2.221986,2.0,0.0,0.0,-0.45042473,,27.943,55.0,,,,-218.0343640645345,0.3534001857042312,0.5036673247814178,2.6666666666666665,22.0,48.833333333333336,-9.83384084701538,-3.470986912647883,-8.676651199658712,0.4750233540932337,21.0,13.4
1799,2021,8,2.9695,2.048275862068966,7.362093023255815,-5.313817161186849,8.333333333333332,27.09043558158488,-2.079767441860465,48,275,1,1,74.56597222222221,29,60.41666666666666,68.2404367486015,-7.823770081934832,19.253178256034317,59.34444034616891,0.045,0.227,0.212,1.0,275.0,1.0,17.0,2.6945682,107.0,1.0,10.0,-0.39696527,17.0,2.6945682,10.0,0.0,1.0,-2.4850035,10.0,26.125,56.0,0.1785714285714285,,,395.2829570770264,0.3394068231185277,0.6146433552106222,3.1666666666666665,21.83333333333333,51.833333333333336,-1.1391285260518391,0.9866843024889628,-0.2477925419807434,0.3981157814462979,15.0,10.64
1800,2021,8,2.650029411764706,6.7890476190476186,7.566969696969696,-0.7779220779220779,20.588235294117645,49.60024395101298,-0.1603030303030304,34,259,3,1,102.45098039215688,21,61.76470588235294,60.26362631579533,1.501079566557614,21.77153568100745,49.60024395101298,0.03,0.121,0.27,1.0,305.0,3.0,13.0,2.8756943,41.0,1.0,3.0,-1.673331,12.0,-0.3167493,-1.0,0.0,0.0,0.0,1.0,24.89,24.0,0.0416666666666666,,,408.2193565368652,0.3579943577448527,0.5946408088008562,3.6666666666666665,21.83333333333333,50.333333333333336,6.631200869878133,1.646019210418065,1.1610856677095096,0.4129870235919952,22.36,11.28
1801,2021,8,2.4314761904761903,3.173103448275861,5.751538461538462,-2.5784350132626006,4.761904761904762,29.787463806104743,-4.197179487179487,42,249,2,0,100.1984126984127,29,69.04761904761905,69.73019440968832,-0.6825753620692723,20.21420020239787,51.7031536755738,0.025,0.15,0.217,1.0,249.0,2.0,15.0,5.1273685,102.0,1.0,5.0,-1.2245274,15.0,5.6049595,55.0,1.0,4.0,5.0514946,7.0,25.446,55.0,0.1272727272727272,,,181.7518539428711,0.3570241381724675,0.580643487473329,3.0,22.83333333333333,68.16666666666667,-0.9134745796521504,-1.9386491278807323,-1.7702226241429646,0.3735098304847876,17.96,17.96
1802,2021,8,2.4314761904761903,3.173103448275861,5.751538461538462,-2.5784350132626006,4.761904761904762,29.787463806104743,-4.197179487179487,42,249,2,0,100.1984126984127,29,69.04761904761905,69.73019440968832,-0.6825753620692723,20.21420020239787,51.7031536755738,0.025,0.15,0.217,0.0,249.0,2.0,15.0,5.1273685,102.0,1.0,5.0,-1.2245274,15.0,5.6049595,55.0,1.0,4.0,5.0514946,7.0,25.446,55.0,0.1272727272727272,,,181.7518539428711,0.3570241381724675,0.580643487473329,3.0,22.83333333333333,68.16666666666667,-0.9134745796521504,-1.9386491278807323,-1.7702226241429646,0.3735098304847876,17.96,10.56
1803,2021,8,2.734342105263158,6.820344827586205,7.190277777777776,-0.3699329501915711,10.526315789473683,41.84758296484995,-1.9763888888888896,38,310,2,1,106.25,29,76.31578947368422,67.71335386131939,8.602435612364829,19.79877936668913,49.26289577359415,0.0,0.135,0.209,1.0,310.0,2.0,13.0,-7.361883,44.0,1.0,4.0,-0.60927874,13.0,-6.8687625,0.0,0.0,0.0,,67.0,23.028,8.0,8.375,,,-103.8502680460612,0.3265397399663925,0.4266912266612053,4.333333333333333,17.0,35.0,-9.201576073964436,0.2424330612023671,-7.334067689875762,0.3997654517491658,20.4,17.240000000000002
1804,2021,8,2.67140625,7.996666666666665,7.24875,0.747916666666665,6.25,58.4015239527189,0.2487499999999998,32,305,3,0,127.734375,21,65.625,72.95557213947177,-7.330572139471769,19.5992156009872,58.4015239527189,0.063,0.188,0.125,0.87,310.0,3.0,16.0,13.416736,165.0,2.0,9.0,0.91767263,16.0,16.189198,0.0,0.0,0.0,,1.0,33.73,56.0,0.0178571428571428,,,222.2593129475912,0.3681092907985051,0.5073017130295435,2.6666666666666665,24.33333333333333,54.66666666666666,-3.275186081727346,-2.0048305690288544,-2.5971380472183228,0.4212953795989354,24.200000000000003,15.76
1806,2021,8,2.7711470588235296,3.9892000000000007,6.4028125000000005,-2.4136125,20.588235294117645,25.823249214612797,-2.4721875,34,222,0,0,90.56372549019608,25,73.52941176470588,62.29516486911213,11.234246895593756,18.637116104095178,40.71919080728397,0.063,0.063,0.513,0.94,222.0,0.0,11.0,-11.51177,57.0,1.0,3.0,-2.308991,11.0,-10.581258,0.0,0.0,0.0,,1.0,27.047,56.0,0.0178571428571428,0.62666666110357,1.253333322207133,-181.04149119059244,0.329615518450737,0.5000787203510603,3.8333333333333335,16.833333333333332,37.66666666666666,-7.506706714630127,-0.7127975622812907,-5.432035155594349,0.3942098965247472,8.88,4.5600000000000005
1807,2021,8,2.888018518518518,2.5787499999999994,5.864038461538461,-3.285288461538461,9.25925925925926,25.846055791938543,-1.7321153846153847,54,238,1,1,68.28703703703704,32,59.25925925925925,68.35651973745337,-9.097260478194116,19.680821515799213,49.0076657269044,0.038,0.192,0.263,1.0,238.0,1.0,17.0,-7.6998816,82.0,0.0,2.0,-3.2269711,17.0,-7.6998816,11.0,0.0,0.0,-1.2923082,1.0,22.07,7.0,0.1428571428571428,,,462.112917582194,0.3484712193409602,0.5994657551248869,2.833333333333333,24.83333333333333,56.833333333333336,6.501518070697784,1.4039020041624706,1.0794492686788242,0.407009666164716,13.52,4.72
1808,2021,8,2.449705882352941,4.141818181818182,6.957941176470588,-2.8161229946524067,26.47058823529412,31.940460234630308,-1.7773529411764704,34,266,1,0,98.40686274509804,22,64.70588235294117,67.35371105811176,-2.647828705170582,20.203808892209103,45.66917997950039,0.0,0.206,0.139,1.0,266.0,1.0,13.0,4.5418825,115.0,1.0,7.0,1.4017982,13.0,7.5493674,0.0,0.0,0.0,0.0,11.0,39.666,56.0,0.1964285714285714,,,-273.96300252278644,0.3479098528623581,0.5145673503478368,2.833333333333333,21.83333333333333,45.333333333333336,-10.108452320098875,-3.957421412070592,-9.309609830379486,0.4596387396256129,14.64,16.2
1809,2021,8,2.7580303030303024,5.765454545454545,8.443548387096774,-2.6780938416422293,15.151515151515152,52.01617536882158,-0.491935483870967,33,274,0,2,66.98232323232324,22,66.66666666666666,64.43794710618077,2.228719560485885,21.61750565794032,52.01617536882158,0.0,0.219,0.243,1.0,274.0,0.0,12.0,0.63801134,74.0,3.0,7.0,2.1277673,12.0,0.63801134,21.0,0.0,2.0,0.73070055,1.0,24.225,40.0,0.025,,,73.65781275431316,0.3279632081588109,0.3955567106604576,4.333333333333333,19.0,74.5,-14.543399651845297,-2.388709475596746,-11.801303505897522,0.3602182616790135,10.96,12.92
1810,2021,8,2.615458333333333,4.505384615384617,6.08,-1.5746153846153828,4.166666666666666,28.5504325711538,-2.224347826086956,24,129,0,0,69.61805555555554,13,54.16666666666666,70.20797034104666,-16.041303674379996,18.589023606256443,35.13894278432406,0.091,0.227,0.179,0.86,129.0,0.0,7.0,1.065208,203.0,1.0,13.0,2.2466736,7.0,1.322765,66.0,0.0,6.0,6.5908456,3.0,24.405,56.0,0.0535714285714285,,,-263.9841728210449,0.354057639837265,0.4858160813649495,2.6666666666666665,21.166666666666668,45.66666666666666,-10.28407080968221,-4.354610919952393,-6.948054512341817,0.4416900227467219,5.16,6.88
1811,2021,8,2.6458518518518512,5.748421052631579,9.658888888888889,-3.910467836257309,22.22222222222222,29.788261110712725,-0.1188888888888894,27,175,1,1,84.64506172839506,19,70.37037037037037,67.41189923551347,2.958471134856893,22.212243296362104,56.3687794794246,0.0,0.259,0.205,1.0,175.0,1.0,10.0,2.7154355,176.0,1.0,9.0,3.3495798,10.0,2.7154355,103.0,1.0,5.0,11.060698,11.0,22.658,8.0,1.375,,,-6.421006520589192,0.3430076787869136,0.5134614010651907,2.833333333333333,20.666666666666668,55.833333333333336,-7.6163590749104815,-2.408954381942749,-5.595350007216136,0.3992063601811726,11.0,15.64
1814,2021,8,2.686025641025641,3.690833333333333,8.397631578947367,-4.706798245614035,15.384615384615383,39.98391301511147,-0.6023684210526323,39,270,1,2,69.39102564102564,24,61.53846153846154,65.05799432977652,-3.51953279131498,24.232935493247165,62.03438562603807,0.053,0.211,0.156,1.0,270.0,1.0,14.0,-2.634096,112.0,0.0,6.0,1.4900682,14.0,-2.634096,10.0,0.0,1.0,1.3197559,,28.63,44.0,,1.4426666686932283,1.5753333469231925,-51.38610585530599,0.3531661927700043,0.564079853395621,3.0,21.83333333333333,64.5,-4.900794208049774,-1.9892129798730207,-6.215386986732483,0.3750181260208289,14.8,14.24
1816,2021,9,2.9409999999999994,4.866842105263157,7.280416666666666,-2.413574561403509,0.0,54.00102684208884,-3.344583333333334,28,249,1,0,107.58928571428572,19,67.85714285714286,61.49960990462985,6.357532952513012,20.780837571213056,54.00102684208884,0.0,0.16,0.313,1.0,249.0,1.0,9.0,8.002983,190.0,2.0,12.0,0.7494383,9.0,8.002983,-1.0,1.0,1.0,-0.7002521,32.0,28.991,57.0,0.5614035087719298,,,19.530415852864586,0.3495621134837468,0.4583097125093142,3.333333333333333,22.166666666666668,72.33333333333333,-2.9999613563219705,1.847298542658488,-7.572973251342773,0.3708791360259056,13.96,9.04
1817,2021,9,2.768,3.119333333333333,6.1789130434782615,-3.0595797101449285,13.043478260869565,30.976082709083794,-1.5384782608695655,46,296,1,2,72.37318840579711,30,65.21739130434783,69.1426214762032,-3.9252301718553753,19.100934166196144,42.27725747964264,0.0,0.217,0.125,0.99,296.0,1.0,15.0,-7.3401103,117.0,0.0,8.0,4.162411,15.0,-7.3401103,5.0,0.0,1.0,0.23190346,36.0,30.615,56.0,0.6428571428571429,,,-101.93199729919434,0.3490387052297592,0.429691602786382,4.0,17.833333333333332,50.5,-6.278135736783345,1.1298763751983645,-9.37429305911064,0.4046721359093984,15.84,18.44
1820,2021,9,2.7455000000000003,7.109411764705881,8.202857142857143,-1.0934453781512614,14.285714285714285,50.3253663672705,-1.832857142857143,28,187,2,0,104.3154761904762,17,60.71428571428571,59.99820897621768,0.7160767380680255,20.936392338593222,50.3253663672705,0.0,0.214,0.357,1.0,187.0,2.0,6.0,7.666575,131.0,1.0,6.0,1.3612926,6.0,7.666575,1.0,1.0,1.0,0.90243715,102.0,33.218,56.0,1.821428571428572,,,-95.53360557556152,0.3284648507833481,0.4471979240576426,4.666666666666667,16.0,59.333333333333336,-9.658660650253296,-1.4546504020690918,-10.979390561580658,0.3390155682961146,15.48,19.76
1822,2021,9,3.030780487804878,5.4644,7.77575,-2.31135,24.390243902439025,34.03959018554718,-1.72425,41,249,2,0,94.46138211382114,25,60.97560975609756,60.19554418034669,0.7800655757508679,21.906836420080385,43.23303944901399,0.075,0.05,0.167,0.96,282.0,2.0,17.0,-2.3881655,109.0,1.0,6.0,-0.9060348,15.0,-4.9841323,0.0,0.0,0.0,,250.0,29.867,57.0,4.385964912280702,,,56.77180480957031,0.3642978221178055,0.5003460198640823,3.0,23.166666666666668,55.833333333333336,0.248831550280253,4.718168139457703,-7.703450759251912,0.423015887538592,17.96,19.92
1824,2021,9,2.8234761904761907,4.175,7.87,-3.695,11.627906976744184,24.426356666519062,-0.7550000000000006,43,240,0,3,42.78100775193799,24,55.81395348837209,60.7297963397794,-4.915842851407305,20.54325737931424,47.4662764497069,0.05,0.225,0.373,1.0,240.0,0.0,11.0,-14.909137,73.0,0.0,3.0,-2.2563884,11.0,-14.54744,23.0,0.0,0.0,0.16731569,180.0,32.263,57.0,3.1578947368421053,,,164.91366577148438,0.3293403138717015,0.5761997252702713,4.0,18.5,42.5,-2.152456760406494,-0.2736878395080566,-6.155673503875732,0.4309618125359217,9.6,4.28
1825,2021,9,3.029046511627907,5.723461538461539,9.32625,-3.602788461538461,18.6046511627907,28.580094471502367,0.4262500000000004,43,244,1,2,64.48643410852712,26,60.46511627906976,58.63982709341271,1.8252891856570488,20.522063576792146,47.9233659085002,0.1,0.15,0.25,0.99,244.0,1.0,16.0,-3.208619,47.0,1.0,4.0,-10.6112995,16.0,-3.208619,7.0,0.0,1.0,1.6012195,91.0,28.906,57.0,1.5964912280701755,,,190.12903849283853,0.3421566635370254,0.5247328182061514,3.8333333333333335,19.166666666666668,39.66666666666666,-2.736420710881552,1.7319326400756836,-8.445205360651016,0.4388049493233363,13.76,6.24
