,season,week,avg_time_to_throw,avg_completed_air_yards,avg_intended_air_yards,avg_air_yards_differential,aggressiveness,max_completed_air_distance,avg_air_yards_to_sticks,attempts,pass_yards,pass_touchdowns,interceptions,passer_rating,completions,completion_percentage,expected_completion_percentage,completion_percentage_above_expectation,avg_air_distance,max_air_distance,passing_drop_pct,passing_bad_throw_pct,times_pressured_pct,offense_pct,team_passing_yards,team_passing_tds,team_passing_first_downs,team_passing_epa,team_rushing_yards,team_rushing_tds,team_rushing_first_downs,team_rushing_epa,passing_first_downs,passing_epa,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,draft_number,age,games_played,draft_pos_decay,fpts_gained,fpts_lost,coach_pass_oe,coach_td_prob,coach_home_wp,coach_punt_attempt,coach_first_down,coach_penalty_yards,coach_total_home_epa,coach_total_home_rush_epa,coach_total_home_pass_epa,coach_3d_pct,ffpts,ffpts_target
669,2019,5,3.100222222222222,5.553636363636364,8.155999999999999,-2.602363636363635,22.22222222222222,38.09912597422675,-1.3239999999999992,27,306,2,0,138.58024691358025,22,81.48148148148148,60.37582186637101,21.10565961511047,21.075867543853736,54.53183473898527,0.0,0.04,0.29,1.0,306.0,2.0,14.0,20.158924,211.0,0.0,6.0,-3.902996,14.0,20.158924,3.0,0.0,0.0,-6.10372,102.0,31.129,21.0,4.857142857142857,,,-155.36276896794638,0.3173114558060964,0.4791392385959625,4.333333333333333,18.5,81.0,-3.0224180618921914,1.4340073838829994,0.129586711525917,0.3437049140532811,20.24,29.32
670,2019,5,2.6722500000000005,4.4252631578947375,7.343571428571428,-2.9183082706766905,21.428571428571427,31.04175413857921,-2.9778571428571428,28,161,1,3,54.91071428571429,19,67.85714285714286,68.7731430466686,-0.9160001895257324,19.110163849397345,52.70344201283252,0.036,0.107,0.184,1.0,161.0,1.0,8.0,-7.096989,138.0,1.0,11.0,0.7313516,8.0,-7.096989,70.0,0.0,4.0,3.970882,32.0,22.743,21.0,1.5238095238095235,,,-264.98225657145184,0.3263670653104782,0.4963414520025253,5.166666666666667,19.0,73.0,-0.5796233812967936,-1.0602289140224457,5.185760791103045,0.2622627417246501,10.44,9.44
671,2019,5,3.3529090909090917,7.048750000000001,12.391500000000002,-5.342750000000001,18.181818181818183,37.16480055105907,2.2415000000000007,22,100,0,2,13.4469696969697,8,36.36363636363637,53.08986691419374,-16.726230550557375,24.586843223479093,49.62735233719405,0.15,0.2,0.423,0.93,120.0,0.0,6.0,-22.919292,102.0,0.0,3.0,-0.7489579,5.0,-23.26943,0.0,0.0,0.0,,1.0,24.482,21.0,0.0476190476190476,,,-228.7846825917562,0.327798714240392,0.7427170773347219,5.0,19.83333333333333,76.5,14.211239417394005,1.2627468903859456,17.752238760391872,0.3549055159091949,4.0,13.96
672,2019,5,2.7803478260869565,5.5240625,7.95818181818182,-2.4341193181818195,6.521739130434782,38.09825455319443,-2.791818181818181,46,330,3,1,102.62681159420288,32,69.56521739130434,68.18089582349943,1.3843215678049177,19.552118162069316,54.62319104556233,0.023,0.163,0.143,1.0,330.0,3.0,14.0,5.3973517,57.0,1.0,5.0,-0.7365047,14.0,5.3973517,7.0,1.0,1.0,1.8944843,3.0,34.387,21.0,0.1428571428571428,,,173.38592084248862,0.3325462192296982,0.5298300559322039,4.5,21.666666666666668,72.16666666666667,0.2153684298197428,-2.979785998662313,2.8499062856038413,0.4298028449217478,25.200000000000003,30.24
675,2019,5,2.311333333333333,3.7164705882352926,6.509642857142857,-2.793172268907564,26.666666666666668,50.03307006370886,-2.9903571428571434,30,181,1,0,85.55555555555556,17,56.66666666666666,62.1385912100474,-5.471924543380737,20.255541927819813,50.03307006370886,0.071,0.179,0.176,1.0,181.0,1.0,10.0,0.1309408,285.0,3.0,9.0,11.135237,10.0,1.5439031,4.0,0.0,0.0,-0.09930167,,23.578,21.0,,,,-209.74659729003903,0.3339054733514786,0.4306265612443288,3.8333333333333335,18.83333333333333,77.0,-9.852224151293436,1.8928921694556875,-10.104151206711927,0.3678210775057475,11.24,17.08
677,2019,5,2.85875,5.656153846153846,10.835263157894737,-5.17910931174089,10.0,25.99423012901132,1.7826315789473683,20,131,1,0,100.20833333333334,13,65.0,62.43918642401696,2.5608135759830404,22.786327044982546,54.054435525680965,0.0,0.263,0.19,0.53,203.0,1.0,9.0,-0.3180449,77.0,1.0,3.0,-0.17860651,5.0,2.5232277,0.0,0.0,0.0,,76.0,24.304,21.0,3.619047619047619,,,-155.5915846824646,0.3224673271179199,0.5331803063551585,4.333333333333333,21.0,80.0,2.1518447399139404,0.666184256474177,4.52836359043916,0.3805846969286601,9.24,18.04
681,2019,6,2.5612250000000003,6.2821428571428575,8.00794871794872,-1.7258058608058624,15.0,33.02321153370762,-0.2741025641025639,40,278,0,0,89.375,28,70.0,64.01264108717442,5.987358912825584,20.451964435504,42.207957780494425,0.125,0.1,0.238,1.0,278.0,0.0,15.0,12.156139,129.0,2.0,7.0,-3.526114,15.0,12.156139,11.0,1.0,1.0,-0.87134385,135.0,26.207,22.0,6.136363636363637,,,-23.119295756022137,0.3404112805922826,0.6049539421995481,3.6666666666666665,21.5,55.833333333333336,-2.7544766664505005,0.4418837626775105,-4.9803900718688965,0.4101784775654475,11.12,13.56
683,2019,6,2.581583333333333,2.356923076923076,6.093333333333334,-3.7364102564102577,16.666666666666664,23.370034231896195,-4.073333333333333,24,78,0,0,60.763888888888886,13,54.16666666666666,67.94407299409309,-13.777406327426426,19.408237106848365,48.21848297074474,0.042,0.333,0.357,1.0,78.0,0.0,1.0,-18.18959,109.0,1.0,9.0,-11.098881,1.0,-18.18959,0.0,0.0,0.0,-5.998307,1.0,24.997,22.0,0.0454545454545454,,,-44.38256200154623,0.3333812952041626,0.5768551528453827,5.666666666666667,17.333333333333332,56.16666666666666,2.9269264539082847,-0.0532902081807454,-1.0607792536417644,0.2007326036691665,3.12,18.72
684,2019,6,2.766657142857143,5.594736842105265,9.997714285714288,-4.402977443609023,17.142857142857142,55.10829520135785,-0.9451428571428564,35,273,3,1,96.48809523809524,19,54.285714285714285,64.98442258153642,-10.698708295822136,24.693884088566207,55.10829520135785,0.114,0.229,0.194,1.0,273.0,3.0,11.0,1.5785098,53.0,0.0,5.0,0.41036448,11.0,1.5785098,-1.0,0.0,0.0,0.0,10.0,24.071,22.0,0.4545454545454545,,,368.749148050944,0.3442190835873286,0.5198677182197571,3.1666666666666665,20.83333333333333,64.16666666666667,-3.788884595036506,-4.670534412066142,-2.7747594813505807,0.3659090970953305,22.92,29.84
685,2019,6,3.169833333333333,4.194285714285717,8.933125,-4.738839285714284,16.666666666666664,26.25737420230744,-0.0668749999999995,18,63,0,2,9.490740740740742,7,38.88888888888889,58.64641165567769,-19.7575227667888,20.920759039635943,39.19967474354857,0.063,0.438,0.318,0.58,,,,,,,,,3.0,-11.536861,4.0,0.0,0.0,0.66443384,2.0,25.952,22.0,0.0909090909090909,,,,,,,,,,,,,2.52,13.04
686,2019,6,2.587,8.250769230769231,11.608333333333334,-3.357564102564103,15.909090909090908,37.212741097640205,2.013095238095238,44,320,2,2,77.8409090909091,26,59.09090909090909,59.38400480557572,-0.2930957146666273,23.239615946828987,54.351574034244855,0.048,0.143,0.289,1.0,320.0,2.0,18.0,5.734996,32.0,0.0,2.0,-11.323638,18.0,5.734996,0.0,0.0,0.0,-7.3722453,4.0,37.845,22.0,0.1818181818181818,,,262.944938659668,0.3533742278814316,0.4568561874330044,3.1666666666666665,20.5,67.83333333333333,-5.873389477531116,-6.613862911860148,-1.825363824764888,0.4176767691969871,20.8,21.16
687,2019,6,2.870879999999999,8.496153846153845,8.83,-0.3338461538461548,16.0,41.93169326416476,1.9966666666666664,25,166,2,0,99.75,13,52.0,59.76651608943939,-7.766516089439392,22.28426863609512,41.93169326416476,0.087,0.217,0.346,1.0,166.0,2.0,7.0,1.0228566,145.0,0.0,5.0,-2.302248,7.0,1.0228566,10.0,0.0,0.0,-2.2935956,,31.652,22.0,,5.113333350420001,7.806666692097981,133.93661499023438,0.351306547721227,0.4801748109360536,3.6666666666666665,20.5,63.0,-2.092200274268786,-3.200376242399216,-1.1483515401681264,0.3905594373742739,14.64,5.2
689,2019,6,2.28364,-1.7940000000000014,1.9532,-3.747200000000001,24.0,16.43657202703775,-8.886800000000001,25,85,0,2,32.916666666666664,15,60.0,68.7598175406456,-8.7598175406456,15.483475245735464,42.25059762890935,0.04,0.16,0.4,0.64,217.0,1.0,10.0,-15.1243515,84.0,1.0,7.0,3.054056,3.0,-20.292883,0.0,0.0,0.0,,10.0,22.669,21.0,0.4761904761904761,,,163.2391815185547,0.3432878206173579,0.4353992653389771,3.6666666666666665,23.0,58.66666666666666,-3.828932762145996,-1.466779202222824,-5.82484229405721,0.3929403896133105,3.4,
