,season,week,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected,carries,rushing_yards_before_contact_avg,rushing_yards_after_contact_avg,offense_pct,team_passing_yards,team_passing_tds,team_passing_first_downs,team_passing_epa,team_rushing_yards,team_rushing_tds,team_rushing_first_downs,team_rushing_epa,rushing_first_downs,rushing_epa,ffpts,temp_week,ffpts_target
2002,2021,17,4.714878048780489,58.333333333333336,2.876818181818182,12,41,3.4166666666666665,0,50.1326529752281,-9.132652975228098,-0.7610544146023415,0.5,12.0,2.8,0.7,0.37,237.0,2.0,13.0,14.881551,104.0,1.0,7.0,-8.712889,2.0,-1.2605983,4.1000000000000005,,
2004,2021,17,4.243793103448277,33.33333333333333,3.3556,12,58,4.833333333333333,0,48.023399777161245,9.976600222838757,0.8313833519032295,0.25,12.0,2.9,1.9,0.42,185.0,2.0,8.0,-15.7457695,93.0,0.0,5.0,-0.57375586,3.0,-0.8244193,5.800000000000001,,
2006,2021,17,4.8310204081632655,14.285714285714285,2.845307692307692,14,49,3.5,0,53.88009245557628,-4.880092455576282,-0.348578032541163,0.3571428571428571,14.0,2.1,1.4,0.41,234.0,1.0,14.0,8.402357,150.0,2.0,8.0,-0.29698682,2.0,-2.2948709,4.9,,
2007,2021,17,6.266538461538461,54.54545454545454,2.8277,11,26,2.363636363636364,0,18.917975116096947,5.082024883903053,0.5082024883903052,0.7,11.0,0.7,1.6,0.34,214.0,0.0,9.0,7.5494413,118.0,2.0,9.0,2.1149855,1.0,-7.0418096,2.6,,
2012,2021,17,4.991509433962264,22.22222222222222,2.7301875,18,53,2.9444444444444446,0,83.24858527477613,-30.248585274776133,-1.680476959709785,0.2222222222222222,18.0,1.7,1.2,0.8,286.0,2.0,12.0,14.099993,127.0,0.0,9.0,-5.2437596,4.0,-5.080002,5.300000000000001,,
2013,2021,17,4.577818181818182,29.411764705882355,2.7694,17,55,3.235294117647059,1,65.30799053893232,-10.307990538932316,-0.6063523846430774,0.2941176470588235,17.0,2.1,1.2,0.52,132.0,0.0,8.0,-16.219667,88.0,1.0,7.0,-1.6543019,4.0,-0.86569893,11.5,,
2014,2021,17,3.614210526315789,0.0,2.770583333333333,12,57,4.75,1,53.59406480168024,3.40593519831976,0.2838279331933133,0.4166666666666667,12.0,2.2,2.6,0.62,247.0,0.0,14.0,-4.650788,94.0,1.0,8.0,2.9477968,4.0,1.190396,11.7,,
2015,2021,17,4.395434782608696,33.33333333333333,2.679375,18,46,2.555555555555556,0,67.93193868686409,-21.93193868686409,-1.218441038159116,0.2777777777777778,18.0,1.6,1.0,0.48,24.0,0.0,2.0,-35.56482,161.0,0.0,9.0,-1.8407924,4.0,-3.153701,4.6000000000000005,,
2017,2021,17,3.5200934579439247,57.89473684210527,2.7282222222222225,19,107,5.631578947368421,2,88.01923360587453,18.980766394125467,0.998987704953972,0.4210526315789473,19.0,2.8,2.8,0.56,290.0,3.0,15.0,22.287176,181.0,4.0,16.0,8.094649,7.0,4.542397,22.700000000000003,,
2019,2021,17,2.72078947368421,14.285714285714285,2.722,14,76,5.428571428571429,0,63.45671430725126,12.54328569274874,0.8959489780534814,0.3571428571428571,14.0,4.1,1.4,0.68,197.0,0.0,9.0,-3.936895,165.0,0.0,10.0,1.5435843,3.0,-2.151284,7.6,,
2020,2021,17,4.214893617021277,35.714285714285715,2.672285714285714,14,47,3.357142857142857,2,52.75527433345377,-5.7552743334537695,-0.4110910238181264,0.2857142857142857,14.0,1.1,2.3,0.52,214.0,0.0,9.0,7.5494413,118.0,2.0,9.0,2.1149855,5.0,4.7733126,16.7,,
2024,2021,17,2.665227272727273,14.285714285714285,2.743357142857143,14,88,6.285714285714286,2,63.306749068356375,24.693250931643625,1.7638036379745448,0.7142857142857143,14.0,3.4,2.9,0.8,259.0,2.0,11.0,11.342785,155.0,2.0,11.0,9.861714,6.0,4.4149995,20.8,,
2026,2021,18,5.080666666666668,18.181818181818183,2.7322222222222226,11,30,2.727272727272727,0,45.32305404169022,-15.32305404169022,-1.3930049128809292,0.1818181818181818,11.0,0.9,1.8,0.68,223.0,2.0,11.0,8.1124525,101.0,0.0,6.0,-4.0406523,1.0,-4.7284813,3.0,,
2027,2021,18,4.627241379310345,30.0,2.7095,10,29,2.9,1,32.90214225415999,-3.9021422541599904,-0.390214225415999,0.5,10.0,1.6,1.3,0.45,326.0,3.0,15.0,15.672269,85.0,2.0,6.0,-0.9143754,3.0,-0.67842114,8.9,,
2028,2021,18,4.324722222222223,45.0,2.663052631578948,20,72,3.6,0,74.38004471170458,-2.380044711704585,-0.1190022355852292,0.4,20.0,1.8,1.8,0.6,325.0,1.0,17.0,-22.153126,90.0,0.0,5.0,-1.2243118,4.0,-1.0510241,7.2,,
2029,2021,18,3.660958904109589,43.333333333333336,2.8446800000000003,30,146,4.866666666666666,0,116.26057325975358,18.73942674024641,0.6461871289740143,0.4827586206896552,30.0,2.5,2.3,0.78,178.0,3.0,9.0,12.443087,195.0,0.0,10.0,-2.4475768,7.0,2.0038435,14.6,,
2030,2021,18,5.082000000000002,27.27272727272727,2.8346363636363634,11,30,2.727272727272727,0,45.78094624805106,-15.78094624805106,-1.4346314770955508,0.0909090909090909,11.0,1.5,1.3,0.6,103.0,1.0,4.0,-19.281744,94.0,0.0,4.0,-7.4712157,0.0,-4.357336,3.0,,
2031,2021,18,5.299710144927535,33.33333333333333,2.7575882352941177,21,69,3.2857142857142856,0,108.73561306579352,-39.73561306579352,-1.892172050752072,0.1428571428571428,21.0,1.5,1.8,0.51,287.0,4.0,16.0,18.735546,124.0,0.0,6.0,-4.120572,2.0,-4.0867968,6.9,,
2032,2021,18,4.396976744186047,15.384615384615383,2.752076923076923,13,43,3.3076923076923075,0,53.3073820407817,-10.307382040781697,-0.7928755415985921,0.3076923076923077,13.0,1.9,1.4,0.41,313.0,3.0,12.0,12.722627,99.0,1.0,7.0,-2.279997,4.0,-0.13212697,4.3,,
2033,2021,18,2.7790410958904106,19.047619047619047,2.7150000000000003,21,146,6.9523809523809526,1,94.85185852372426,51.14814147627574,2.435625784584559,0.5238095238095238,21.0,3.2,3.7,0.54,120.0,0.0,4.0,-7.350408,226.0,1.0,12.0,6.6367226,6.0,2.726929,20.6,,
2034,2021,18,2.76025641025641,16.666666666666664,2.681416666666667,12,78,6.5,1,66.88614839499324,11.113851605006758,0.9261543004172298,0.6666666666666666,12.0,5.8,0.7,0.53,188.0,2.0,11.0,2.7510636,149.0,1.0,9.0,5.115087,6.0,8.2049885,13.8,,
2035,2021,18,3.405316455696202,35.714285714285715,2.9259090909090903,14,79,5.642857142857143,0,71.1912159821105,7.808784017889494,0.5577702869921067,0.3571428571428571,14.0,4.4,1.2,0.54,250.0,3.0,8.0,8.121575,104.0,0.0,3.0,-7.0285335,3.0,-1.1512371,7.9,,
2036,2021,18,7.055416666666667,41.66666666666667,3.09175,12,24,2.0,0,40.05341016193498,-16.053410161934977,-1.337784180161248,0.25,12.0,0.5,1.5,0.7,301.0,3.0,11.0,9.616095,64.0,0.0,7.0,-0.4926169,5.0,-0.014447705,2.4000000000000004,,
2037,2021,18,4.063269230769231,33.33333333333333,2.6602857142857146,15,52,3.466666666666667,1,54.354765530552,-2.354765530552001,-0.1569843687034667,0.3333333333333333,15.0,2.2,1.3,0.61,240.0,1.0,10.0,-3.556027,118.0,1.0,9.0,1.9101728,5.0,2.9407132,11.2,,
2038,2021,18,3.109,27.27272727272727,2.5710000000000006,11,40,3.636363636363636,0,47.69369472398225,-7.693694723982247,-0.6994267930892952,0.1818181818181818,11.0,1.5,2.1,0.22,109.0,1.0,7.0,-2.7533495,195.0,1.0,12.0,3.6101482,2.0,-0.9503181,4.0,,
2039,2021,18,5.637254901960785,7.6923076923076925,3.5476666666666667,13,51,3.923076923076923,0,54.7529584960253,-3.752958496025301,-0.2886891150788692,0.3846153846153846,13.0,2.9,1.0,0.42,188.0,2.0,11.0,2.7510636,149.0,1.0,9.0,5.115087,2.0,-1.6525364,5.1000000000000005,,
2040,2021,18,4.454324324324325,27.27272727272727,2.3344444444444448,11,37,3.363636363636364,1,57.10884992553127,-20.108849925531267,-1.828077265957388,0.0,11.0,1.6,1.7,0.48,261.0,1.0,8.0,1.4800338,134.0,2.0,11.0,1.711565,4.0,1.1963278,9.7,,
2041,2021,18,3.406239316239316,28.000000000000004,2.785,25,117,4.68,1,110.02958299132628,6.970417008673735,0.2788166803469494,0.4,25.0,1.5,3.2,0.63,109.0,1.0,7.0,-2.7533495,195.0,1.0,12.0,3.6101482,5.0,-1.5971898,17.700000000000003,,
2042,2021,18,6.396785714285715,18.181818181818183,3.2771,11,28,2.5454545454545454,0,34.156372156296634,-6.156372156296634,-0.5596701960269667,0.1818181818181818,11.0,0.8,1.7,0.53,244.0,1.0,14.0,2.8852777,79.0,0.0,5.0,-8.665725,1.0,-3.6826615,2.8000000000000003,,
2043,2021,18,2.194133333333333,50.0,2.665875,16,150,9.375,1,78.05937356738637,71.94062643261363,4.496289152038352,0.4375,16.0,5.7,3.7,0.55,141.0,0.0,5.0,-17.473444,249.0,1.0,14.0,0.40199858,7.0,6.2619257,21.0,,
2044,2021,18,3.771379310344827,16.666666666666664,2.924235294117647,18,87,4.833333333333333,0,85.0215811065621,1.9784188934379048,0.1099121607465502,0.3888888888888889,18.0,4.4,0.4,0.6,305.0,5.0,13.0,25.97887,171.0,2.0,9.0,11.447445,4.0,1.7094294,8.700000000000001,,
2045,2021,18,6.848837209302325,33.33333333333333,2.9692777777777777,21,43,2.0476190476190474,0,63.765186489526485,-20.765186489526485,-0.988818404263166,0.238095238095238,21.0,0.6,1.4,0.8,238.0,3.0,12.0,12.573337,64.0,0.0,4.0,-9.959539,3.0,-9.525064,4.3,,
2046,2021,18,3.82,20.0,3.026,15,77,5.133333333333334,0,44.525682821549296,32.474317178450704,2.1649544785633803,0.6666666666666666,15.0,1.9,3.3,0.91,185.0,1.0,8.0,-11.955838,94.0,0.0,4.0,-4.955519,3.0,-4.577709,7.7,,
2047,2021,18,2.625363636363637,16.666666666666664,2.7929000000000004,12,110,9.166666666666666,1,47.91880472591586,62.08119527408414,5.173432939507012,0.5833333333333334,12.0,2.0,7.2,0.48,178.0,0.0,9.0,3.8223805,191.0,3.0,8.0,-1.7519691,2.0,-6.81361,17.0,,
2048,2021,18,3.634886363636365,5.263157894736842,2.9228235294117653,19,88,4.631578947368421,1,81.21702528030255,6.7829747196974495,0.3569986694577605,0.3684210526315789,19.0,3.2,1.4,0.76,254.0,2.0,15.0,-0.3244444,166.0,1.0,6.0,-0.04575181,4.0,-0.29933086,14.8,,
2049,2021,18,3.699756097560976,32.0,3.0904000000000007,25,123,4.92,1,120.76836352586912,2.231636474130866,0.0892654589652346,0.6,25.0,4.2,0.7,0.71,176.0,2.0,8.0,-4.781158,205.0,1.0,15.0,2.8882859,8.0,2.593288,18.3,,
2050,2021,18,4.884347826086957,16.666666666666664,2.822363636363636,12,46,3.8333333333333335,0,65.49676919806585,-19.49676919806585,-1.624730766505487,0.25,12.0,1.9,1.9,0.56,178.0,0.0,9.0,3.8223805,191.0,3.0,8.0,-1.7519691,3.0,-0.6303751,4.6000000000000005,,
2051,2021,18,3.520075757575757,19.230769230769237,3.0249545454545457,26,132,5.076923076923077,1,84.25107018180113,47.74892981819888,1.8364973006999568,0.5384615384615384,26.0,1.8,3.3,0.71,190.0,2.0,10.0,-4.420844,174.0,1.0,9.0,0.21515164,7.0,0.42992833,19.200000000000003,,
2052,2021,18,3.850377358490566,27.27272727272727,2.7241818181818185,11,53,4.818181818181818,1,51.13929559029612,1.860704409703878,0.1691549463367161,0.4545454545454545,11.0,2.6,2.2,0.46,272.0,3.0,15.0,0.45438242,122.0,1.0,6.0,3.5399783,3.0,2.339507,11.3,,
2053,2021,18,4.238941176470588,23.809523809523807,2.8067368421052628,21,85,4.047619047619048,0,79.83815719363878,5.161842806361221,0.2458020383981534,0.4285714285714285,21.0,1.3,2.8,0.53,340.0,2.0,15.0,6.1688976,135.0,1.0,8.0,1.468535,3.0,-2.1865728,8.5,,
2054,2021,18,4.0121875,0.0,2.7191538461538465,16,64,4.0,1,75.69122547826503,-11.691225478265023,-0.7307015923915641,0.25,16.0,1.4,2.6,0.84,383.0,3.0,20.0,14.8380995,85.0,1.0,5.0,-5.0434313,4.0,-4.599136,12.4,,
2055,2021,18,2.3799473684210524,17.391304347826086,2.871590909090909,23,190,8.26086956521739,1,116.07140853858812,73.92859146141188,3.2142865852787774,0.4782608695652174,23.0,3.5,4.8,0.74,238.0,3.0,10.0,2.6251357,202.0,2.0,9.0,4.7330856,7.0,6.1799803,25.0,,
2059,2022,1,3.992333333333333,20.0,2.8795,20,90,4.5,0,103.59965048783693,-13.59965048783691,-0.6799825243918456,0.25,20.0,2.8,1.7,0.77,277.0,2.0,12.0,9.272199,126.0,0.0,7.0,-1.4292995,5.0,-1.6687722,9.0,,
2060,2022,1,4.537499999999999,0.0,2.72075,14,40,2.857142857142857,0,56.83543126078018,-16.835431260780183,-1.2025308043414416,0.1428571428571428,14.0,2.2,0.6,0.71,240.0,2.0,12.0,-6.464838,77.0,0.0,4.0,-5.3028116,1.0,-4.0993485,4.0,,
2064,2022,1,2.3143055555555554,6.666666666666667,2.547066666666667,15,144,9.6,1,112.36496830512957,31.635031694870435,2.1090021129913623,0.5333333333333333,15.0,4.8,4.8,0.67,215.0,2.0,12.0,-2.112076,181.0,3.0,9.0,10.210879,5.0,10.013861,20.4,,
2065,2022,1,3.0275155279503108,0.0,3.089037037037038,31,161,5.193548387096774,1,138.69009134583163,21.309908654168368,0.710330288472279,0.5,31.0,3.8,1.4,0.76,352.0,1.0,20.0,3.0047843,177.0,1.0,11.0,-3.8152146,9.0,4.877936,22.1,,
2068,2022,1,5.172580645161292,27.27272727272727,3.158888888888889,11,31,2.8181818181818183,0,50.07699928747688,-19.07699928747688,-1.734272662497898,0.2727272727272727,11.0,2.3,0.5,0.59,213.0,3.0,8.0,4.2396526,63.0,0.0,4.0,-3.8565872,1.0,-3.530447,3.1,,
2069,2022,1,5.930769230769231,10.0,2.445888888888889,10,26,2.6,1,36.66966745436354,-10.66966745436354,-1.066966745436354,0.2,10.0,0.1,2.5,0.72,205.0,2.0,12.0,-1.2642145,103.0,1.0,6.0,1.6093397,3.0,-0.8503913,8.6,,
2076,2022,1,3.3317741935483878,66.66666666666666,2.7929000000000004,12,62,5.166666666666667,1,40.96918388512132,21.03081611487868,1.7525680095732237,0.3333333333333333,12.0,1.1,4.1,0.23,360.0,5.0,22.0,33.188526,128.0,1.0,7.0,-1.0484877,4.0,0.16204663,12.2,,
2078,2022,1,7.268400000000001,16.666666666666664,2.6215,12,25,2.083333333333333,0,59.69036995798884,-34.69036995798884,-2.890864163165737,0.0833333333333333,12.0,0.8,1.3,0.63,270.0,1.0,13.0,5.8563313,65.0,0.0,3.0,-7.950296,0.0,-4.880613,2.5,,
2080,2022,1,3.3270000000000004,0.0,3.1284,10,60,6.0,0,59.086268309824966,-0.0862683098249661,-0.0095853677583295,0.3333333333333333,10.0,4.5,1.5,0.6,309.0,1.0,18.0,-7.1129165,83.0,0.0,3.0,-3.9997191,2.0,-1.3616786,6.0,,
2081,2022,1,3.3270000000000004,0.0,3.1284,10,60,6.0,0,59.086268309824966,-0.0862683098249661,-0.0095853677583295,0.3333333333333333,10.0,4.5,1.5,0.0,309.0,1.0,18.0,-7.1129165,83.0,0.0,3.0,-3.9997191,2.0,-1.3616786,6.0,,
2085,2022,1,3.5073333333333334,0.0,2.9657500000000003,12,60,5.0,0,55.18292175009283,0.8170782499071692,0.0742798409006517,0.1818181818181818,12.0,0.9,4.1,0.69,195.0,2.0,9.0,8.274174,76.0,0.0,3.0,-2.339641,2.0,0.81815565,6.0,,
2089,2022,2,5.708205128205129,14.285714285714285,2.5987500000000003,14,39,2.7857142857142856,0,57.58439515812371,-14.584395158123712,-1.1218765506249009,0.2307692307692307,14.0,1.4,1.4,0.63,334.0,3.0,15.0,-0.92189837,75.0,0.0,5.0,1.5858747,4.0,-1.3715563,3.9,,
2093,2022,2,5.813030303030303,42.85714285714285,2.6421,14,33,2.357142857142857,0,36.52774952390368,-3.52774952390368,-0.2519821088502628,0.3571428571428571,14.0,0.6,1.7,0.39,184.0,1.0,8.0,1.6110541,189.0,2.0,11.0,0.36184883,2.0,-6.2457767,3.3000000000000003,,
2094,2022,2,4.8347058823529405,0.0,3.1299,11,51,4.636363636363637,0,54.91848964517058,-3.918489645170581,-0.3562263313791437,0.4545454545454545,11.0,3.4,1.3,0.55,469.0,6.0,22.0,26.893469,86.0,0.0,5.0,4.0394206,1.0,0.57240254,5.1000000000000005,,
2102,2022,2,2.7977868852459022,0.0,2.7632857142857143,15,122,8.133333333333333,0,64.69116089782965,57.30883910217035,3.820589273478024,0.6,15.0,2.3,5.9,0.8,70.0,0.0,2.0,-6.4240904,180.0,1.0,9.0,3.2861996,6.0,7.044324,12.2,,
2103,2022,2,3.2831034482758628,40.0,3.03,10,58,5.8,0,47.76611729216999,10.233882707830013,1.023388270783001,0.5,10.0,4.7,1.1,0.37,236.0,1.0,9.0,-16.173836,100.0,0.0,6.0,-5.7745357,3.0,-4.429075,5.800000000000001,,
2107,2022,2,3.197234042553191,0.0,2.8244,10,47,4.7,1,41.73520104072306,3.2647989592769378,0.3627554399196597,0.4444444444444444,10.0,3.4,1.3,0.56,272.0,3.0,16.0,6.490207,65.0,1.0,6.0,-0.66204417,4.0,3.8745267,10.7,,
2113,2022,2,3.918867924528301,0.0,3.010727272727273,11,53,4.818181818181818,0,49.47617847263206,3.523821527367943,0.3203474115789039,0.1818181818181818,11.0,0.7,4.1,0.26,317.0,4.0,13.0,14.330214,101.0,0.0,6.0,-4.8566046,3.0,0.8088136,5.300000000000001,,
2114,2022,2,4.193666666666667,0.0,2.7754,10,30,3.0,0,36.48392339061968,-6.48392339061968,-0.6483923390619679,0.3,10.0,1.4,1.6,0.31,196.0,2.0,11.0,-2.7201893,90.0,0.0,4.0,-6.9513664,1.0,-2.9937608,3.0,,
2116,2022,3,3.510740740740741,12.0,2.7878799999999995,25,108,4.32,0,124.01936729475018,-16.019367294750182,-0.6407746917900073,0.36,25.0,2.5,1.8,0.8,170.0,1.0,5.0,-4.7845387,145.0,0.0,7.0,-2.247182,5.0,-3.5528889,10.8,,
2120,2022,3,4.614102564102564,18.181818181818183,2.4644,11,39,3.5454545454545454,0,52.90880828011984,-15.908808280119842,-1.5908808280119842,0.2,11.0,3.2,0.4,0.49,285.0,0.0,13.0,-23.438705,76.0,0.0,4.0,-0.9690781,2.0,-0.11834648,3.9,,
2121,2022,3,4.614102564102564,18.181818181818183,2.4644,11,39,3.5454545454545454,0,52.90880828011984,-15.908808280119842,-1.5908808280119842,0.2,11.0,3.2,0.4,0.0,285.0,0.0,13.0,-23.438705,76.0,0.0,4.0,-0.9690781,2.0,-0.11834648,3.9,,
2128,2022,3,2.7601,29.411764705882355,2.9161875000000004,17,100,5.882352941176471,1,52.93523724049068,47.06476275950932,2.7685154564417247,0.3529411764705882,17.0,5.1,0.8,0.58,262.0,3.0,16.0,13.673599,151.0,1.0,8.0,1.3501587,4.0,1.5791444,16.0,,
2131,2022,3,3.761803278688524,8.333333333333332,3.052222222222222,12,61,5.083333333333333,1,53.03274452121313,7.967255478786868,0.6639379565655723,0.5,12.0,3.4,1.7,0.5,249.0,0.0,10.0,10.104671,100.0,2.0,5.0,-2.7040284,3.0,-3.7267885,12.1,,
2134,2022,3,2.7843809523809524,15.384615384615383,2.892307692307692,13,105,8.076923076923077,0,56.96489496602353,48.03510503397647,3.695008079536652,0.4615384615384615,13.0,4.4,3.7,0.44,215.0,1.0,12.0,3.3870945,176.0,1.0,9.0,5.4929476,5.0,3.0278482,10.5,,
2137,2022,3,4.451639344262295,20.0,3.240333333333333,15,61,4.066666666666666,0,65.27857459707293,-4.278574597072932,-0.2852383064715288,0.3333333333333333,15.0,2.3,1.7,0.7,353.0,1.0,14.0,7.9251394,84.0,1.0,4.0,-11.858931,3.0,-9.894328,6.1000000000000005,,
2138,2022,3,4.168222222222222,15.384615384615383,2.554888888888889,13,45,3.4615384615384617,0,41.12150480142439,3.878495198575607,0.2983457845058159,0.4615384615384615,13.0,1.2,2.2,0.43,262.0,3.0,16.0,13.673599,151.0,1.0,8.0,1.3501587,3.0,-0.818633,4.5,,
2141,2022,3,5.770000000000001,50.0,2.3144,12,26,2.1666666666666665,1,27.070518126749803,-1.0705181267498034,-0.0892098438958169,0.5,12.0,0.3,1.9,0.38,184.0,0.0,8.0,-10.82287,101.0,1.0,5.0,-8.25798,3.0,-2.572206,8.6,,
2144,2022,3,4.708857142857143,8.333333333333332,3.2310000000000003,12,35,2.9166666666666665,0,46.87715766365939,-11.87715766365939,-0.9897631386382824,0.25,12.0,1.3,1.7,0.91,271.0,1.0,15.0,1.0767493,34.0,0.0,1.0,-4.2665973,1.0,-2.862862,3.5,,
2146,2022,3,2.949574468085106,17.647058823529413,3.024764705882353,17,141,8.294117647058824,1,69.6043949678784,67.3956050321216,4.2122253145076,0.5,17.0,6.1,2.2,0.61,229.0,1.0,13.0,14.931651,179.0,2.0,8.0,1.6858299,5.0,5.762052,20.1,,
2151,2022,4,5.602857142857142,10.0,2.737176470588235,20,42,2.1,0,75.53073841567884,-33.53073841567884,-1.676536920783942,0.25,20.0,0.8,1.4,0.88,356.0,2.0,17.0,8.75145,38.0,0.0,3.0,-13.818294,3.0,-11.626266,4.2,,
2154,2022,4,3.5260317460317454,45.45454545454545,3.019181818181818,11,63,5.727272727272728,0,47.35754266478199,15.642457335218012,1.4220415759289102,0.6363636363636364,11.0,3.2,2.5,0.21,249.0,3.0,17.0,8.595869,189.0,2.0,8.0,10.644858,0.0,1.9727236,6.300000000000001,,
2155,2022,4,3.712093023255814,27.77777777777778,2.794,18,86,4.777777777777778,1,84.32295764029058,1.677042359709418,0.0931690199838565,0.5555555555555556,18.0,4.0,0.8,0.45,136.0,1.0,6.0,-6.885537,167.0,1.0,10.0,8.192264,4.0,3.3201816,14.6,,
2157,2022,4,4.960666666666667,10.0,2.409777777777778,10,30,3.0,0,43.45506496862194,-13.45506496862194,-1.345506496862194,0.4,10.0,1.1,1.9,0.48,236.0,1.0,11.0,6.534018,111.0,2.0,8.0,2.629209,1.0,-1.4762793,3.0,,
2158,2022,4,3.463877551020408,27.27272727272727,2.577444444444444,11,49,4.454545454545454,0,47.38651802749735,1.6134819725026546,0.1466801793184231,0.3636363636363636,11.0,2.4,2.1,0.88,213.0,1.0,14.0,2.0572221,125.0,1.0,7.0,-3.4434297,2.0,-5.9401627,4.9,,
2162,2022,4,3.80909090909091,15.789473684210526,2.766368421052632,19,77,4.052631578947368,0,74.92413571627918,2.0758642837208185,0.1092560149326746,0.4736842105263157,19.0,2.8,1.3,0.77,174.0,0.0,6.0,-5.692619,149.0,0.0,7.0,0.47858083,2.0,-4.3573656,7.7,,
2163,2022,4,2.332582781456954,41.17647058823529,2.751266666666667,17,151,8.882352941176471,2,134.03009094110067,16.969909058899333,0.9982299446411372,0.4117647058823529,17.0,3.4,5.5,0.69,320.0,2.0,14.0,21.017963,235.0,3.0,12.0,13.1628475,6.0,9.732577,27.1,,
2172,2022,4,4.564285714285715,46.15384615384615,2.865083333333333,13,49,3.769230769230769,0,49.79095731841292,-0.7909573184129215,-0.0608428706471478,0.3846153846153846,13.0,1.8,1.9,0.41,170.0,1.0,10.0,-17.398127,142.0,0.0,6.0,-1.449934,2.0,-2.053891,4.9,,
2173,2022,4,5.536785714285714,50.0,2.790285714285715,10,28,2.8,0,28.523710455882743,-0.5237104558827461,-0.0523710455882746,0.4,10.0,0.2,2.6,0.45,237.0,2.0,7.0,-1.02583,85.0,1.0,5.0,-8.148975,2.0,-0.79053766,2.8000000000000003,,
2174,2022,4,3.160535714285715,40.0,2.9037,10,56,5.6,1,44.19053454834728,11.80946545165272,1.180946545165272,0.6,10.0,3.1,2.5,0.22,139.0,0.0,6.0,-5.134306,202.0,2.0,11.0,7.042247,5.0,3.6659563,11.6,,
2175,2022,4,3.215263157894737,9.090909090909092,2.5015,11,57,5.181818181818182,1,55.31856010932557,1.681439890674426,0.1528581718794932,0.5454545454545454,11.0,3.8,1.4,0.43,236.0,1.0,11.0,6.534018,111.0,2.0,8.0,2.629209,4.0,2.87068,11.7,,
2177,2022,4,3.860545454545455,40.0,2.5652666666666666,15,55,3.6666666666666665,0,49.03203961809506,2.9679603819049376,0.2119971701360669,0.5,15.0,2.9,0.7,0.66,207.0,2.0,10.0,-0.5783838,132.0,1.0,8.0,-5.072319,3.0,-2.1167789,5.5,,
2178,2022,4,4.729756097560976,15.384615384615383,2.8676999999999992,13,41,3.1538461538461537,1,56.273053056631625,-15.273053056631625,-1.1748502351255097,0.3076923076923077,13.0,1.4,1.8,0.5,144.0,1.0,7.0,-9.215596,162.0,1.0,13.0,6.6348224,5.0,-0.8525073,10.1,,
2179,2022,4,3.5997826086956515,26.31578947368421,2.837055555555556,19,92,4.842105263157895,1,81.55482750611685,7.445172493883149,0.4136206941046194,0.6111111111111112,19.0,2.5,2.3,0.56,249.0,3.0,17.0,8.595869,189.0,2.0,8.0,10.644858,5.0,4.7040305,15.2,,
2184,2022,5,3.830851063829788,18.181818181818183,3.0044,11,47,4.2727272727272725,1,42.00615120986338,4.993848790136617,0.4539862536487833,0.5454545454545454,11.0,1.6,2.6,0.49,230.0,1.0,15.0,6.9874835,213.0,3.0,11.0,4.4164,3.0,-3.0067878,10.7,,
2185,2022,5,7.267142857142858,50.0,2.9003333333333337,10,21,2.1,2,29.31214226849605,-8.31214226849605,-0.831214226849605,0.2,10.0,0.3,1.8,0.42,210.0,0.0,9.0,0.8782215,135.0,5.0,8.0,6.3518114,2.0,-0.98666364,14.1,,
2186,2022,5,7.267142857142858,50.0,2.9003333333333337,10,21,2.1,2,29.31214226849605,-8.31214226849605,-0.831214226849605,0.2,10.0,0.3,1.8,0.0,210.0,0.0,9.0,0.8782215,135.0,5.0,8.0,6.3518114,2.0,-0.98666364,14.1,,
2187,2022,5,4.402962962962963,13.333333333333334,2.4347692307692306,15,54,3.6,0,63.06905582595559,-9.069055825955587,-0.6046037217303725,0.2,15.0,1.7,1.9,0.56,274.0,0.0,11.0,-13.004933,125.0,0.0,6.0,-1.5424321,3.0,-2.393842,5.4,,
2188,2022,5,3.854107142857144,40.0,2.6666,15,56,3.733333333333333,0,57.31359457013754,-8.313594570137539,-0.6395072746259646,0.2307692307692307,15.0,2.7,1.1,0.33,229.0,0.0,9.0,-20.695974,101.0,0.0,6.0,-6.7972846,3.0,-2.2028503,5.6000000000000005,,
2195,2022,5,3.9515,0.0,2.571,11,40,3.636363636363636,0,58.11143173314676,-18.11143173314676,-1.646493793922433,0.1818181818181818,11.0,2.2,1.5,0.38,251.0,0.0,14.0,-11.321442,106.0,0.0,4.0,-3.6415324,1.0,-1.5300163,4.0,,
2198,2022,5,2.334415584415584,9.523809523809524,2.5233809523809523,21,154,7.333333333333333,1,108.45024209618263,45.549757903817365,2.1690360906579698,0.3809523809523809,21.0,2.7,4.7,0.81,241.0,2.0,6.0,6.783734,155.0,1.0,9.0,3.70528,9.0,5.7705607,21.4,,
2199,2022,5,3.651632653061224,30.0,3.067,10,49,4.9,1,40.37632539606043,8.62367460393957,0.862367460393957,0.6,10.0,2.7,2.2,0.38,228.0,1.0,13.0,4.425161,238.0,2.0,9.0,15.17473,3.0,1.7062702,10.9,,
