,season,week,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected,carries,rushing_yards_before_contact_avg,rushing_yards_after_contact_avg,offense_pct,team_passing_yards,team_passing_tds,team_passing_first_downs,team_passing_epa,team_rushing_yards,team_rushing_tds,team_rushing_first_downs,team_rushing_epa,rushing_first_downs,rushing_epa,ffpts,temp_week,ffpts_target
592,2019,3,2.7902912621359226,0.0,2.9438461538461542,13,103,7.923076923076923,1,75.03842621949951,21.961573780500487,1.8301311483750409,0.6666666666666666,13.0,3.8,4.1,0.32,246.0,2.0,12.0,5.0362496,235.0,2.0,15.0,9.772507,6.0,6.674322,16.3,,
596,2019,3,3.8034482758620696,8.333333333333332,2.593416666666667,12,58,4.833333333333333,1,40.56078716930877,17.439212830691226,1.4532677358909354,0.5833333333333334,12.0,3.3,1.6,0.31,174.0,1.0,8.0,8.0768,211.0,3.0,10.0,4.416667,3.0,-1.0656477,11.8,,
597,2019,3,5.1355813953488365,7.142857142857142,2.71425,14,43,3.071428571428572,0,73.8626853157736,-30.862685315773604,-2.204477522555257,0.1428571428571428,14.0,1.1,2.0,0.73,268.0,2.0,16.0,2.0981286,90.0,0.0,3.0,0.6993189,1.0,-3.1414897,4.3,,
600,2019,3,3.7523456790123455,0.0,2.756714285714286,21,81,3.857142857142857,2,94.1046792031507,-13.104679203150695,-0.6240323430071759,0.3809523809523809,21.0,3.0,0.8,0.56,213.0,0.0,12.0,-6.3396454,149.0,2.0,8.0,3.807344,4.0,3.870153,20.1,,
602,2019,3,4.572631578947368,8.333333333333332,2.5860833333333333,12,38,3.1666666666666665,0,50.47944191197283,-12.479441911972827,-1.0399534926644023,0.1666666666666666,12.0,1.3,1.8,0.66,229.0,0.0,12.0,-7.9758344,72.0,0.0,2.0,-11.967773,2.0,-6.547163,3.8,,
603,2019,3,4.8126984126984125,6.666666666666667,2.744076923076923,15,63,4.2,0,57.58666483127301,-7.586664831273012,-0.5419046308052151,0.3571428571428571,15.0,1.7,2.5,0.49,213.0,0.0,12.0,-6.3396454,149.0,2.0,8.0,3.807344,2.0,-1.387259,6.300000000000001,,
606,2019,3,3.0825531914893616,0.0,2.511909090909091,11,47,4.2727272727272725,1,58.91244653782132,-11.912446537821316,-1.0829496852564835,0.1818181818181818,11.0,2.4,1.9,0.74,320.0,2.0,17.0,1.5240707,68.0,2.0,2.0,-6.2609715,1.0,0.28400847,10.7,,
609,2019,3,6.986285714285713,16.666666666666664,2.8680666666666665,18,35,1.9444444444444444,0,43.19513782821672,-11.195137828216724,-0.658537519306866,0.4117647058823529,18.0,0.3,1.6,1.0,98.0,0.0,4.0,-16.799894,36.0,0.0,0.0,-12.452272,0.0,-10.945116,3.5,,
610,2019,3,4.411029411764705,0.0,2.7466153846153847,14,68,4.857142857142857,0,88.13393061168766,-20.13393061168766,-1.438137900834833,0.2142857142857142,14.0,2.4,2.5,0.41,277.0,1.0,14.0,3.5850174,168.0,2.0,9.0,-15.295715,3.0,1.0360053,6.800000000000001,,
612,2019,3,3.274318181818181,30.0,2.440666666666667,10,44,4.4,0,50.23951702311358,-6.239517023113578,-0.6239517023113578,0.4,10.0,2.1,2.3,0.42,,,,,,,,,1.0,-2.467142,4.4,3.0,7.9
615,2019,3,2.7988607594936705,0.0,2.3675,12,79,6.583333333333333,0,78.46796701613415,0.5320329838658466,0.0443360819888205,0.5,12.0,4.2,2.4,0.3,277.0,1.0,14.0,3.5850174,168.0,2.0,9.0,-15.295715,1.0,-4.0807405,7.9,,
619,2019,3,3.907457627118645,8.333333333333332,2.5947000000000005,12,59,4.916666666666667,0,44.34990841550376,2.650091584496238,0.2409174167723852,0.5454545454545454,12.0,2.4,2.5,0.61,235.0,1.0,8.0,6.420951,77.0,2.0,7.0,1.9423351,3.0,2.0180063,5.9,,
622,2019,4,8.2845,40.0,3.314,10,20,2.0,0,26.08762998151678,-6.0876299815167805,-0.608762998151678,0.3,10.0,1.1,0.9,0.42,317.0,2.0,16.0,21.52824,79.0,1.0,6.0,-6.4727755,0.0,-3.597948,2.0,,
623,2019,4,3.7434177215189854,0.0,2.7834666666666665,17,79,4.647058823529412,0,64.67911694734282,14.32088305265718,0.8424048854504224,0.4117647058823529,17.0,1.5,3.1,0.53,,,,,,,,,4.0,-0.8183213,7.9,4.0,24.3
624,2019,4,5.588214285714286,27.27272727272727,2.6344000000000003,11,28,2.5454545454545454,0,36.02512926632178,-10.025129266321777,-1.0025129266321775,0.3,11.0,0.5,2.1,0.41,144.0,0.0,6.0,-22.144947,55.0,0.0,2.0,-4.2081046,1.0,-4.7526627,2.8000000000000003,,
628,2019,4,3.391428571428571,0.0,2.4254,11,56,5.090909090909091,1,40.01800880575496,10.98199119424504,1.098199119424504,0.2,11.0,2.8,2.3,0.47,315.0,0.0,16.0,9.033451,123.0,3.0,8.0,4.0819297,2.0,0.8634319,11.6,,
629,2019,4,5.067166666666666,27.77777777777778,3.081941176470589,18,60,3.333333333333333,1,50.01217663161753,5.987823368382472,0.3522249040224983,0.4705882352941176,18.0,0.6,2.8,0.72,317.0,2.0,16.0,21.52824,79.0,1.0,6.0,-6.4727755,6.0,1.9512161,12.0,,
633,2019,4,3.4203030303030304,40.0,2.4049,10,33,3.3,0,45.49369318095082,-12.49369318095082,-1.249369318095082,0.1,10.0,1.9,1.4,0.35,225.0,1.0,13.0,6.413958,164.0,1.0,7.0,-10.132358,2.0,-5.32977,3.3000000000000003,,
636,2019,4,3.66664,7.6923076923076925,2.5660416666666666,26,125,4.807692307692308,0,117.66218871449144,-1.6621887144914496,-0.0664875485796579,0.48,26.0,3.0,1.8,0.7,291.0,3.0,17.0,4.8781123,186.0,0.0,8.0,-11.952839,6.0,-13.317808,12.5,,
641,2019,4,3.2438888888888897,0.0,3.048090909090909,11,72,6.545454545454546,0,75.86182501097235,-4.861825010972353,-0.4861825010972353,0.4,11.0,4.4,2.2,0.35,160.0,3.0,12.0,8.391636,176.0,2.0,10.0,9.743521,2.0,3.215192,7.2,,
644,2019,4,4.611538461538461,40.0,2.656125,10,26,2.6,1,22.3532665176774,-11.353266517677396,-2.27065330353548,0.4,10.0,0.9,1.7,0.45,260.0,2.0,12.0,17.098204,66.0,1.0,5.0,-10.437608,2.0,-0.39072645,8.6,,
647,2019,4,3.766190476190476,44.44444444444444,2.5187222222222223,18,63,3.5,1,62.424471408080045,-21.424471408080045,-1.2602630240047086,0.2352941176470588,18.0,2.4,1.1,0.6,225.0,1.0,13.0,6.413958,164.0,1.0,7.0,-10.132358,2.0,-7.477694,12.3,,
650,2019,5,3.436,42.85714285714285,2.4090000000000003,14,60,4.285714285714286,0,53.61831500265343,4.381684997346575,0.3370526921035827,0.3846153846153846,14.0,1.3,3.0,0.52,219.0,2.0,12.0,-3.8706884,109.0,0.0,5.0,-4.7690606,2.0,-3.9682453,6.0,,
654,2019,5,3.0144086021505374,15.789473684210526,2.57625,19,93,4.894736842105263,0,97.59789236607035,-4.5978923660703686,-0.2419943350563352,0.3684210526315789,19.0,2.4,2.5,0.62,262.0,2.0,12.0,9.418702,108.0,0.0,6.0,-3.3401976,4.0,-0.579549,9.3,,
656,2019,5,5.0656,27.27272727272727,2.3821,11,25,2.272727272727273,1,36.39044089948343,-11.39044089948343,-1.0354946272257664,0.1818181818181818,11.0,1.3,1.0,0.54,231.0,2.0,12.0,2.8956835,42.0,1.0,1.0,-3.5203931,1.0,-2.2106936,8.5,,
661,2019,5,5.265483870967743,8.333333333333332,2.8164166666666666,12,31,2.583333333333333,0,57.58611705468899,-26.58611705468899,-2.215509754557416,0.1666666666666666,12.0,1.2,1.4,0.46,211.0,0.0,14.0,-16.390259,35.0,0.0,0.0,-7.6962404,0.0,-5.440293,3.1,,
664,2019,5,4.502156862745098,20.0,2.807923076923077,15,51,3.4,2,67.49357015788124,-16.493570157881237,-1.099571343858749,0.2666666666666666,15.0,2.3,1.1,0.93,395.0,1.0,18.0,14.950029,82.0,2.0,5.0,-3.1073246,4.0,-3.9304817,17.1,,
671,2019,5,3.5166666666666666,6.896551724137931,2.879074074074074,29,132,4.551724137931035,0,122.42901052179865,7.570989478201369,0.2703924813643346,0.3928571428571428,29.0,2.2,2.3,0.67,151.0,0.0,7.0,-6.284829,180.0,1.0,12.0,5.5579515,7.0,3.8433056,13.2,,
673,2019,5,3.5238211382113827,19.230769230769237,2.3636923076923075,26,123,4.730769230769231,2,105.22620941536584,12.773790584634156,0.5322412743597565,0.5,26.0,2.3,2.4,0.68,,,,,,,,,7.0,4.769945,24.3,,
685,2019,6,4.827941176470588,33.33333333333333,2.887636363636364,12,34,2.833333333333333,1,41.531042243537584,-7.531042243537584,-0.627586853628132,0.1666666666666666,12.0,1.2,1.7,0.75,340.0,3.0,16.0,20.655579,102.0,1.0,6.0,-4.559484,2.0,-4.366632,9.4,,
686,2019,6,4.348750000000001,30.0,2.7443,10,40,4.0,0,50.57235207206504,-10.572352072065044,-1.0572352072065043,0.3,10.0,1.2,2.8,0.61,217.0,1.0,10.0,-15.1243515,84.0,1.0,7.0,3.054056,2.0,1.1303548,4.0,,
689,2019,6,5.232903225806451,9.090909090909092,2.6741111111111118,11,31,2.8181818181818183,0,51.695054676914815,-20.69505467691481,-1.881368606992256,0.1818181818181818,11.0,1.0,1.8,0.59,240.0,1.0,12.0,2.5408196,104.0,0.0,6.0,-5.251015,0.0,-2.786437,3.1,,
690,2019,6,3.736818181818181,31.57894736842105,2.7567777777777778,19,88,4.631578947368421,0,94.68079810619317,-12.680798106193151,-0.7044887836773973,0.3333333333333333,19.0,1.5,3.1,0.72,356.0,4.0,20.0,19.520304,103.0,0.0,7.0,0.5700151,5.0,1.179839,8.8,,
692,2019,6,6.843611111111112,15.384615384615383,2.919727272727273,13,36,2.769230769230769,0,42.0004005616563,-6.000400561656299,-0.4615692739735614,0.5384615384615384,13.0,0.8,2.0,0.35,243.0,0.0,14.0,-0.1373105,99.0,2.0,8.0,-7.989909,2.0,-2.660213,3.6,,
694,2019,6,3.1050819672131147,35.0,3.121117647058823,20,122,6.1,2,66.79911647230688,55.20088352769312,2.760044176384656,0.35,20.0,1.6,4.5,0.87,249.0,1.0,12.0,-2.1391158,157.0,3.0,7.0,2.6993275,4.0,-1.7019032,24.200000000000003,,
695,2019,6,4.238888888888889,85.71428571428571,2.6405000000000003,14,63,4.5,0,53.97779068566592,9.022209314334084,0.6444435224524346,0.5,14.0,3.1,1.4,0.3,333.0,4.0,14.0,16.515345,122.0,1.0,8.0,-8.907308,2.0,-6.772382,6.300000000000001,,
696,2019,6,9.768709677419354,13.636363636363637,2.6610000000000005,22,31,1.4090909090909092,1,73.04696032640837,-42.04696032640837,-1.9112254693821984,0.2727272727272727,22.0,0.0,1.4,0.94,227.0,2.0,12.0,5.531931,59.0,2.0,3.0,-6.5406027,1.0,-7.5763245,9.1,,
699,2019,6,4.126500000000001,27.27272727272727,2.187222222222222,11,40,3.636363636363636,0,38.916823742565576,1.083176257434424,0.0984705688576749,0.3636363636363636,11.0,1.6,2.0,0.67,78.0,0.0,1.0,-18.18959,109.0,1.0,9.0,-11.098881,4.0,-5.5632353,4.0,,
700,2019,6,3.5365789473684206,36.36363636363637,2.614636363636363,11,38,3.4545454545454546,0,45.220266145511474,-7.220266145511474,-0.656387831410134,0.2727272727272727,11.0,1.8,1.6,0.62,161.0,1.0,6.0,-17.757883,52.0,0.0,3.0,-2.5547674,3.0,-1.4434797,3.8,,
701,2019,6,2.327980769230769,7.142857142857142,2.337357142857143,14,104,7.428571428571429,0,73.39230779485561,30.60769220514439,2.186263728938885,0.5,14.0,6.4,1.0,0.53,283.0,2.0,13.0,-2.4029162,170.0,0.0,4.0,-1.0457935,3.0,4.183966,10.4,,
704,2019,6,4.820588235294117,23.07692307692308,2.651692307692308,13,34,2.6153846153846154,1,48.1101157605884,-14.1101157605884,-1.0853935200452616,0.4615384615384615,13.0,1.5,1.2,0.71,265.0,0.0,10.0,0.9877928,56.0,1.0,3.0,-1.1602585,1.0,-0.74121124,9.4,,
705,2019,6,6.723170731707317,6.25,3.0762142857142862,16,41,2.5625,1,65.00941977420194,-24.009419774201945,-1.5005887358876215,0.125,16.0,1.0,1.6,0.49,132.0,1.0,7.0,2.5957851,124.0,1.0,9.0,-5.974888,3.0,-3.3011532,10.1,,
707,2019,7,3.3302857142857136,6.666666666666667,2.856357142857143,15,70,4.666666666666667,0,61.87816407176852,8.121835928231476,0.5414557285487651,0.4666666666666667,15.0,2.3,2.4,0.93,86.0,0.0,4.0,-31.661474,81.0,0.0,4.0,-1.3953884,3.0,0.70359766,7.0,,
713,2019,7,5.204827586206897,20.0,2.600888888888889,10,29,2.9,0,40.80922381579576,-11.80922381579576,-1.1809223815795762,0.2,10.0,0.7,2.2,0.65,364.0,4.0,21.0,12.755803,81.0,0.0,1.0,-0.78670585,0.0,-2.5765958,2.9000000000000004,,
714,2019,7,6.934062499999999,25.0,2.7728571428571427,16,32,2.0,0,40.15940502999973,-8.159405029999732,-0.5099628143749833,0.25,16.0,0.2,1.8,0.52,329.0,2.0,19.0,14.097997,39.0,0.0,2.0,-11.621659,2.0,-9.650529,3.2,,
717,2019,7,3.3711711711711696,27.27272727272727,2.9068571428571426,22,111,5.045454545454546,1,70.49173121795866,40.50826878204134,1.8412849446382429,0.5909090909090909,22.0,1.8,3.3,0.8,239.0,1.0,12.0,8.0832,189.0,3.0,10.0,1.1137373,6.0,0.06822244,17.1,,
718,2019,7,3.276,0.0,2.4311,11,55,5.0,0,51.50839614893874,-0.5083961489387434,-0.0508396148938743,0.4,11.0,2.4,2.6,0.55,202.0,2.0,10.0,7.955242,117.0,0.0,5.0,1.796681,3.0,-0.9009786,5.5,,
721,2019,7,3.154274193548388,14.285714285714285,2.703857142857143,21,124,5.904761904761905,0,80.56611069997285,43.43388930002715,2.068280442858436,0.4285714285714285,21.0,1.8,4.1,0.56,,,,,,,,,5.0,-1.8935833,12.4,7.0,6.6000000000000005
727,2019,7,3.1471875,8.333333333333332,2.9358181818181817,12,64,5.333333333333333,0,52.48432077728155,11.515679222718449,0.9596399352265372,0.3333333333333333,12.0,4.3,1.0,0.43,193.0,2.0,7.0,2.0191104,80.0,0.0,5.0,-2.5120769,2.0,0.15619262,6.4,,
730,2019,7,4.603174603174603,0.0,3.361666666666667,27,126,4.666666666666667,3,105.43213295553282,20.567867044467175,0.7617728534987843,0.4814814814814814,27.0,3.3,1.4,0.94,104.0,0.0,8.0,4.3336096,156.0,3.0,8.0,-4.6994796,6.0,-0.37923285,30.6,,
732,2019,7,4.4134782608695655,8.333333333333332,2.937090909090909,12,46,3.8333333333333335,0,58.058925447803794,-15.058925447803794,-1.3689932225276176,0.3636363636363636,12.0,2.3,1.5,0.52,143.0,0.0,5.0,0.71341026,199.0,1.0,9.0,8.043659,1.0,-2.0409565,4.6000000000000005,,
734,2019,8,5.4705,10.0,2.729111111111111,10,20,2.0,0,21.217147801213606,-3.2171478012136063,-0.3574608668015118,0.4444444444444444,10.0,1.1,0.9,0.35,301.0,2.0,17.0,2.6155605,106.0,0.0,5.0,-8.83461,1.0,-5.375926,2.0,,
736,2019,8,4.123030303030302,6.666666666666667,2.823363636363636,15,66,4.4,0,55.52964681227145,10.470353187728549,0.6980235458485698,0.4,15.0,1.9,2.5,0.55,,,,,,,,,2.0,-2.7160616,6.6000000000000005,8.0,24.0
737,2019,8,3.0738620689655165,0.0,2.7255,23,145,6.304347826086956,1,130.14460538533163,14.85539461466837,0.6458867223768856,0.5217391304347826,23.0,3.5,2.8,0.82,251.0,2.0,12.0,3.6197603,158.0,1.0,7.0,0.021517038,7.0,2.8134742,20.5,,
738,2019,8,3.307611940298507,7.6923076923076925,2.495923076923077,13,67,5.153846153846154,0,61.91255566740601,5.087444332593989,0.3913418717379991,0.6153846153846154,13.0,1.8,3.3,0.63,305.0,3.0,15.0,13.7886,118.0,1.0,5.0,4.0963945,2.0,2.140643,6.7,,
741,2019,8,4.121224489795919,0.0,3.076545454545455,11,49,4.454545454545454,0,35.91414971016944,13.08585028983056,1.18962275362096,0.6363636363636364,11.0,2.5,1.9,0.47,372.0,2.0,13.0,23.486439,98.0,1.0,6.0,-1.7984897,2.0,-1.6913606,4.9,,
742,2019,8,4.574545454545454,0.0,3.0432,10,44,4.4,1,51.516995703827256,-7.516995703827256,-0.7516995703827256,0.3,10.0,4.1,0.3,0.53,372.0,2.0,13.0,23.486439,98.0,1.0,6.0,-1.7984897,4.0,1.8954906,10.4,,
743,2019,8,4.257118644067797,28.57142857142857,2.9966153846153847,14,59,4.214285714285714,0,61.926888653897386,-2.926888653897386,-0.2090634752783847,0.4285714285714285,14.0,1.6,2.6,0.49,174.0,0.0,8.0,-7.112249,113.0,1.0,7.0,-1.2893298,3.0,-2.24425,5.9,,
744,2019,8,4.619705882352941,8.333333333333332,3.02825,12,34,2.833333333333333,0,47.66551616057247,-13.665516160572466,-1.1387930133810389,0.25,12.0,1.3,1.5,0.31,342.0,3.0,13.0,16.98674,59.0,0.0,3.0,-9.244696,2.0,-4.205654,3.4000000000000004,,
747,2019,8,3.7256060606060606,5.88235294117647,2.3582000000000005,17,66,3.882352941176471,0,56.02170622584089,5.978293774159113,0.3985529182772742,0.4666666666666667,17.0,2.4,1.5,0.53,329.0,1.0,15.0,-1.1939641,104.0,0.0,5.0,3.5889382,4.0,1.3581555,6.6000000000000005,,
749,2019,8,5.32945945945946,28.57142857142857,3.1866666666666665,21,74,3.523809523809524,0,85.19299323285524,-11.192993232855244,-0.5329996777550117,0.3809523809523809,21.0,1.7,1.9,0.4,259.0,2.0,11.0,5.2036977,79.0,0.0,5.0,-7.20928,5.0,-3.9834263,7.4,,
751,2019,8,3.5854098360655744,46.15384615384615,2.4043076923076923,13,61,4.6923076923076925,0,59.65361804489238,-0.653618044892383,-0.0544681704076985,0.25,13.0,2.5,2.2,0.26,285.0,0.0,9.0,12.152223,161.0,1.0,10.0,-3.9914498,2.0,-3.9819398,6.1000000000000005,,
754,2019,8,6.135384615384616,0.0,2.8680000000000003,13,39,3.0,0,49.25080237565584,-11.250802375655844,-0.937566864637987,0.25,13.0,0.8,2.2,0.79,460.0,1.0,24.0,16.035385,69.0,1.0,4.0,-3.6970446,2.0,-5.2409625,3.9,,
755,2019,8,4.3545,50.0,2.851,12,40,3.333333333333333,1,51.94678131317196,-11.94678131317196,-0.9955651094309969,0.3333333333333333,12.0,1.6,1.8,0.51,174.0,0.0,8.0,-7.112249,113.0,1.0,7.0,-1.2893298,3.0,-0.9462758,10.0,,
756,2019,8,3.1005882352941185,57.14285714285714,2.726578947368421,21,102,4.857142857142857,1,103.9754082901142,-1.9754082901142027,-0.0940670614340096,0.3333333333333333,21.0,3.2,1.6,0.82,373.0,3.0,20.0,13.713396,137.0,1.0,8.0,-2.395579,5.0,0.90773773,16.200000000000003,,
764,2019,9,2.6491780821917814,58.333333333333336,3.0815454545454544,12,73,6.083333333333333,0,62.037708842093735,10.962291157906265,0.9135242631588554,0.3333333333333333,12.0,3.6,2.5,0.27,191.0,1.0,11.0,-0.84563017,90.0,0.0,3.0,-6.5077367,2.0,-0.9936568,7.300000000000001,,
765,2019,9,3.812073170731708,21.052631578947366,2.6044375,19,82,4.315789473684211,1,78.93488843615737,3.0651115638426347,0.1613216612548755,0.3684210526315789,19.0,2.9,1.4,0.5,239.0,1.0,16.0,6.5343904,146.0,1.0,7.0,-3.7008185,4.0,-2.1443098,14.2,,
767,2019,9,3.880421052631579,0.0,3.0222631578947365,20,95,4.75,1,73.97192854903903,14.028071450960963,0.7793373028311648,0.3888888888888889,20.0,3.1,1.7,0.66,160.0,1.0,7.0,7.557041,122.0,2.0,10.0,-3.0228224,5.0,1.8076848,15.5,,
769,2019,9,5.509655172413793,25.0,2.6322222222222225,12,29,2.4166666666666665,0,48.504771275237744,-19.504771275237744,-1.625397606269812,0.3333333333333333,12.0,0.7,1.8,0.74,288.0,3.0,16.0,12.872626,50.0,0.0,3.0,-7.3132963,2.0,-4.0838046,2.9000000000000004,,
770,2019,9,7.976,45.45454545454545,2.4112,11,15,1.3636363636363635,0,37.24157437328461,-22.24157437328461,-2.021961306662237,0.0,11.0,0.6,0.7,0.34,160.0,1.0,7.0,7.557041,122.0,2.0,10.0,-3.0228224,2.0,-8.141014,1.5,,
772,2019,9,2.4578750000000005,0.0,2.889235294117647,19,160,8.421052631578947,0,89.9920157496698,70.0079842503302,3.6846307500173783,0.4736842105263157,19.0,5.4,3.0,0.56,201.0,2.0,11.0,14.430472,216.0,1.0,8.0,-1.131417,4.0,-2.830332,16.0,,
774,2019,9,2.563043478260869,53.333333333333336,2.5205,15,115,7.666666666666667,0,97.4403654820992,17.55963451790079,1.170642301193386,0.2666666666666666,15.0,6.0,1.7,0.42,163.0,1.0,11.0,12.718478,210.0,3.0,11.0,-0.9841432,4.0,-1.5417824,11.5,,
775,2019,9,9.313478260869564,41.66666666666667,3.2126,12,23,1.9166666666666667,0,25.14616478121023,-4.146164781210231,-0.3769240710191119,0.3636363636363636,12.0,0.8,1.1,0.53,317.0,4.0,15.0,21.886934,101.0,0.0,5.0,-9.072344,3.0,-2.96829,2.3000000000000003,,
780,2019,9,3.9440476190476175,20.0,2.8721,10,42,4.2,0,41.79356686729837,0.2064331327016262,0.0206433132701626,0.5,10.0,3.3,0.9,0.38,239.0,1.0,16.0,6.5343904,146.0,1.0,7.0,-3.7008185,1.0,-0.21724977,4.2,,
782,2019,9,4.55325,0.0,2.502181818181818,11,40,3.636363636363636,0,45.85923314024697,-5.859233140246971,-0.5326575582042701,0.2727272727272727,11.0,1.8,1.8,0.83,309.0,0.0,15.0,-16.137674,74.0,0.0,6.0,-2.2626987,3.0,-0.34187663,4.0,,
783,2019,9,3.797416666666666,21.428571428571427,2.8481785714285714,28,120,4.285714285714286,2,122.53835165332268,-4.538351653322692,-0.1680870982712108,0.3333333333333333,28.0,1.9,2.4,0.6,,,,,,,,,7.0,-0.34037519,24.0,9.0,13.1
785,2019,9,2.9402857142857144,8.333333333333332,2.692916666666667,12,70,5.833333333333333,0,53.01125462670969,16.988745373290307,1.4157287811075256,0.5833333333333334,12.0,3.8,2.1,0.34,294.0,0.0,13.0,9.79315,159.0,2.0,11.0,6.9577985,4.0,2.793371,7.0,,
787,2019,9,3.395833333333333,50.0,3.1954375,18,108,6.0,0,60.17084764588624,47.829152354113766,2.6571751307840983,0.3888888888888889,18.0,2.0,4.0,0.7,144.0,0.0,7.0,-5.2985435,127.0,0.0,5.0,-0.27956128,4.0,0.21020888,10.8,,
795,2019,10,6.3865116279069785,5.0,2.7281764705882354,20,43,2.15,0,90.42351223170868,-47.423512231708685,-2.3711756115854343,0.2,20.0,0.7,1.5,0.82,169.0,0.0,11.0,-4.715777,70.0,1.0,1.0,-7.156193,0.0,-9.012936,4.3,,
796,2019,10,4.405056179775281,8.0,2.6881739130434785,25,89,3.56,1,100.73970799130096,-11.739707991300977,-0.469588319652039,0.4,25.0,1.8,1.7,0.96,232.0,1.0,11.0,-12.846737,147.0,1.0,8.0,-2.2022052,6.0,-0.4590737,14.9,,
797,2019,10,145.57999999999998,15.384615384615383,3.2472222222222222,13,1,0.0769230769230769,0,41.15422956949063,-40.15422956949063,-3.0887868899608177,0.0769230769230769,13.0,-1.3,1.4,0.81,308.0,4.0,11.0,4.398047,23.0,0.0,1.0,-8.646174,0.0,-8.465482,0.1,,
798,2019,10,10.009999999999998,60.0,3.181888888888889,10,18,1.8,0,43.94397709191391,-25.943977091913908,-2.594397709191391,0.1,10.0,0.6,1.2,0.29,248.0,1.0,15.0,-21.350147,87.0,0.0,2.0,-6.6917243,0.0,-4.525085,1.8,,
799,2019,10,5.168441558441558,15.789473684210526,2.9009411764705884,19,77,4.052631578947368,0,83.90706572095006,-6.907065720950058,-0.3635297747868452,0.3684210526315789,19.0,1.9,2.1,0.73,446.0,3.0,20.0,22.14534,97.0,0.0,6.0,-10.989836,3.0,-10.060211,7.7,,
802,2019,10,3.6231578947368415,10.0,2.7554444444444446,10,38,3.8,0,47.902581359954674,-9.902581359954674,-0.9902581359954674,0.4,10.0,1.7,2.1,0.39,182.0,2.0,9.0,-0.6525645,143.0,0.0,9.0,0.92610574,3.0,-0.8895484,3.8,,
803,2019,10,7.193793103448275,0.0,2.8959999999999995,14,29,2.071428571428572,0,35.315703376941066,-6.315703376941066,-0.4511216697815047,0.3571428571428571,14.0,1.0,1.1,0.55,242.0,1.0,10.0,0.37005076,42.0,0.0,2.0,-21.711493,2.0,-4.1748586,2.9000000000000004,,
804,2019,10,3.613239436619719,31.25,2.7048666666666668,16,71,4.4375,1,79.69999808689731,-10.69999808689731,-0.713333205793154,0.3333333333333333,16.0,1.6,2.8,0.52,,,,,,,,,2.0,0.67520845,13.1,10.0,11.2
809,2019,10,2.4618279569892474,69.23076923076923,2.6183076923076927,13,93,7.153846153846154,3,43.86770425117805,49.132295748821946,3.779407365293996,0.6923076923076923,13.0,4.9,2.2,0.5,233.0,0.0,9.0,4.1606073,163.0,3.0,10.0,6.598666,5.0,5.96152,27.3,,
810,2019,10,3.876666666666667,0.0,2.473666666666667,10,36,3.6,0,59.29119502115954,-23.291195021159535,-2.3291195021159536,0.1,10.0,1.9,1.7,0.7,269.0,1.0,11.0,-10.97981,98.0,0.0,6.0,-0.7659017,0.0,-2.7158124,3.6,,
811,2019,10,2.367659574468086,17.391304347826086,2.4825217391304357,23,188,8.173913043478262,2,79.6477955746665,86.3522044253335,4.5448528644912365,0.4736842105263157,23.0,2.7,5.5,0.72,181.0,2.0,7.0,-2.6765232,225.0,2.0,9.0,9.895598,7.0,6.539058,30.8,,
812,2019,10,4.061395348837208,18.181818181818183,3.100888888888889,11,43,3.909090909090909,1,36.7288048254845,5.271195174515498,0.5271195174515497,0.5,11.0,0.4,3.5,0.27,358.0,1.0,15.0,0.62302524,118.0,2.0,7.0,4.1656237,3.0,1.7662361,10.3,,
813,2019,10,3.3515873015873003,46.15384615384615,2.5615454545454543,13,63,4.846153846153846,0,60.27743579929301,2.722564200706991,0.2094280154389993,0.5384615384615384,13.0,2.3,2.5,0.5,233.0,0.0,9.0,4.1606073,163.0,3.0,10.0,6.598666,5.0,-0.98605424,6.300000000000001,,
817,2019,11,3.5811607142857143,47.82608695652174,2.9203809523809525,23,112,4.869565217391305,0,88.49046911227768,23.50953088772232,1.0221535168574922,0.4347826086956521,23.0,2.2,2.7,0.63,,,,,,,,,5.0,-6.5949526,11.2,11.0,3.4000000000000004
818,2019,11,4.062571428571427,18.181818181818183,2.6340909090909093,11,35,3.1818181818181817,1,43.456194224509865,-8.456194224509865,-0.7687449295008968,0.2727272727272727,11.0,1.6,1.5,0.43,182.0,1.0,9.0,-1.7647045,130.0,2.0,7.0,4.857149,3.0,-0.31136167,9.5,,
819,2019,11,7.6,53.333333333333336,3.118,15,30,2.0,0,40.59947747402268,-10.599477474022676,-0.7066318316015118,0.3333333333333333,15.0,0.5,1.5,0.6,314.0,1.0,15.0,13.7108135,54.0,1.0,4.0,-2.878426,1.0,-5.7066483,3.0,,
821,2019,11,3.0329357798165137,7.142857142857142,3.4532857142857147,14,109,7.785714285714286,1,66.72547799919795,42.27452200080205,3.019608714343004,0.6428571428571429,14.0,4.9,2.9,0.32,148.0,1.0,9.0,-0.3232262,264.0,3.0,12.0,13.52278,5.0,5.6765027,16.9,,
823,2019,11,3.2194202898550723,7.142857142857142,2.613615384615384,14,69,4.928571428571429,0,83.06784754326951,-16.067847543269508,-1.2359882725591929,0.3076923076923077,14.0,4.1,0.9,0.52,353.0,1.0,14.0,-3.3180008,93.0,0.0,6.0,-0.29377455,5.0,0.72345823,6.9,,
