,season,week,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,receiving_drop_pct,receiving_rat,offense_pct,team_passing_yards,team_passing_tds,team_passing_first_downs,team_passing_epa,team_rushing_yards,team_rushing_tds,team_rushing_first_downs,team_rushing_epa,passing_first_downs,passing_epa,draft_number,age,games_played,draft_pos_decay,fpts_gained,fpts_lost,pass_oe,td_prob,home_wp,punt_attempt,first_down,penalty_yards,total_home_epa,total_home_rush_epa,total_home_pass_epa,3d_pct,ffpts,ffpts_target
43,2018,1,5.481666666666666,2.903027565794274,8.91777777777778,24.53158908212857,5,9,55.55555555555556,52.0,1,1.5580000000000012,1.2274371883190498,0.3305628116809513,0.111,109.5,0.97,233.0,2.0,13.0,5.476922,140.0,0.0,8.0,2.6140876,0.0,,69.0,25.238,1,69.0,,,,,,,,,,,,,7.7,9.3
44,2018,1,5.446666666666667,2.542166607813982,12.277333333333331,47.858627858627855,7,15,46.66666666666666,106.0,0,3.9728571428571433,5.099988998632211,-1.127131855775068,0.133,70.4,0.91,197.0,1.0,6.0,-18.477764,177.0,2.0,10.0,5.4364734,0.0,,63.0,25.78,1,63.0,,,2.9335320790608725,0.3210201462109883,0.5462596615155538,5.5,22.666666666666668,82.83333333333333,-2.488408406575521,1.5197489857673645,4.429024529953797,0.329929086069266,14.1,9.4
45,2018,1,5.436153846153845,3.7816958321543512,6.330666666666668,22.84449576597384,7,15,46.66666666666666,79.0,1,5.088571428571428,4.420555227485612,0.6680162010858162,0.133,85.1,0.81,300.0,1.0,15.0,-23.769878,39.0,0.0,2.0,-3.412269,0.0,,60.0,30.105,1,60.0,0.0,0.0,94.88770707448325,0.324886033932368,0.530863622824351,5.333333333333333,21.5,95.83333333333331,-5.150552908579509,1.771305799484253,-3.991445866723856,0.3891698444883029,11.4,14.4
46,2018,1,5.413333333333334,3.462555367067269,2.745000000000001,6.20689655172414,3,6,50.0,40.0,0,9.036666666666664,7.843138898292428,1.1935277683742358,0.167,71.5,0.68,260.0,3.0,13.0,8.085815,117.0,3.0,11.0,-3.7188969,0.0,,171.0,25.558,1,171.0,,,-3.5317274729410806,0.3290421664714813,0.5723838905493418,5.666666666666667,24.0,85.66666666666667,4.366509119669597,3.087720970312754,6.821258060634136,0.3680243243773778,5.5,
47,2018,1,5.411666666666666,2.300158727067187,9.675,27.930138568129337,7,12,58.333333333333336,114.0,0,7.415714285714287,4.506676804531893,2.909037481182394,0.0,55.6,0.93,300.0,1.0,15.0,-23.769878,39.0,0.0,2.0,-3.412269,0.0,,96.0,24.851,1,96.0,0.0,0.0,94.88770707448325,0.324886033932368,0.530863622824351,5.333333333333333,21.5,95.83333333333331,-5.150552908579509,1.771305799484253,-3.991445866723856,0.3891698444883029,14.9,11.9
48,2018,1,5.29375,2.6565945211621083,12.61625,60.516848542990765,6,8,75.0,92.0,1,3.078333333333333,3.671364191358407,-0.5930308580250738,0.125,152.1,0.95,243.0,2.0,11.0,2.677497,101.0,1.0,5.0,3.53676,0.0,,4.0,30.108,1,4.0,,,,,,,,,,,,,12.2,9.4
49,2018,1,5.244000000000001,3.034944647521159,10.441999999999998,18.089529485136165,4,5,80.0,51.0,1,2.585,3.262281357164511,-0.6772813571645111,0.0,148.7,0.45,319.0,2.0,17.0,7.0785728,75.0,0.0,4.0,-4.5088406,0.0,,10.0,25.415,1,10.0,,,100.03829879760742,0.3255623817443848,0.584166270494461,4.2,22.8,73.2,-2.322151279449463,-0.2918682336807251,7.793157950043678,0.3403593450784683,7.1000000000000005,
50,2018,1,5.221000000000001,2.878522919479185,7.5390000000000015,20.63444274140574,6,10,60.0,63.0,1,6.873333333333334,4.832327738129455,2.0410055952038797,0.1,72.1,0.72,329.0,3.0,15.0,-3.8372416,146.0,0.0,8.0,-4.0300503,0.0,,22.0,30.708,1,22.0,0.0,0.0,-16.242863337198894,0.3467393716176351,0.4988810022672017,5.166666666666667,19.666666666666668,57.333333333333336,-5.163906097412109,-2.2373031762739024,-4.914805173873901,0.3259280274311701,9.3,4.3
51,2018,1,5.140000000000001,1.6278118840534546,14.51,25.29931419272347,1,6,16.666666666666664,6.0,0,1.1899999999999975,0.4638614879463603,0.7261385120536374,0.0,39.6,1.0,256.0,4.0,10.0,12.7521105,106.0,0.0,7.0,-1.2504128,0.0,,63.0,28.928,1,63.0,,,,,,,,,,,,,1.1,14.4
52,2018,1,5.1,2.4040382179146187,30.002,29.32804160394143,1,5,20.0,1.0,0,1.8200000000000005,,,0.4,39.6,0.57,424.0,3.0,23.0,16.011957,123.0,0.0,7.0,1.6609118,0.0,,100.0,28.695,1,100.0,,,115.57300567626952,0.3218962997198105,0.4582103639841079,3.5,25.0,67.5,-3.247189521789551,0.6144260168075562,12.445103168487549,0.2363636419177055,0.6,
53,2018,1,5.055000000000001,1.0450837762097445,9.836666666666666,17.039581949937926,2,6,33.33333333333333,21.0,0,0.9150000000000008,1.5212656442837442,-0.6062656442837433,0.0,44.4,0.8,261.0,1.0,10.0,-13.54858,90.0,0.0,6.0,-8.591491,0.0,,205.0,32.088,1,205.0,,,,,,,,,,,,,3.1,
54,2018,1,5.04125,2.6634528393256267,16.18875,31.156177829099317,4,8,50.0,54.0,0,5.055,2.203811024049344,2.851188975950656,0.0,32.3,0.89,300.0,1.0,15.0,-23.769878,39.0,0.0,2.0,-3.412269,0.0,,166.0,28.498,1,166.0,0.0,0.0,94.88770707448325,0.324886033932368,0.530863622824351,5.333333333333333,21.5,95.83333333333331,-5.150552908579509,1.771305799484253,-3.991445866723856,0.3891698444883029,7.4,7.4
55,2018,1,4.9725,2.547167735719314,11.22125,26.285429843054587,5,8,62.5,88.0,1,10.967999999999998,4.117879382024057,6.850120617975941,0.0,139.6,0.98,341.0,3.0,14.0,2.0231357,69.0,0.0,2.0,-3.4063265,0.0,,53.0,25.708,1,53.0,,,129.3543577194214,0.3214080433050791,0.487352301677068,5.0,21.166666666666668,84.5,-6.192532300949097,-0.3234202861785888,-3.0981512144207954,0.4038896933197975,11.3,10.4
56,2018,1,4.97,2.3734362502356183,17.059999999999995,25.5167668790571,3,5,60.0,105.0,1,22.22666666666667,5.40974127833518,16.81692538833149,0.0,143.7,0.58,298.0,3.0,10.0,4.096391,64.0,0.0,1.0,-7.9063296,0.0,,120.0,22.171,1,120.0,,,,,,,,,,,,,12.0,5.7
57,2018,1,4.964,2.479651735215779,5.713999999999999,25.745697035234745,4,5,80.0,48.0,1,6.225000000000001,4.082100216796679,2.1428997832033225,0.0,146.2,0.52,255.0,2.0,13.0,13.331767,182.0,1.0,10.0,2.684754,0.0,,85.0,28.186,1,85.0,8.373333323001862,11.16444443066915,,,,,,,,,,,6.800000000000001,8.5
58,2018,1,4.901428571428572,1.7217530569912751,9.338571428571427,26.91341759644284,5,7,71.42857142857143,48.0,0,1.397999999999999,1.9542980539452164,-0.5562980539452174,0.143,90.2,0.86,224.0,0.0,8.0,-11.798196,114.0,1.0,3.0,-2.1723118,0.0,,40.0,25.577,1,40.0,,,115.48479239145917,0.3185579925775528,0.513062929113706,4.5,19.33333333333333,71.33333333333333,-3.811716477076213,-2.622499306996664,-0.006983200709025,0.3696597591042518,7.300000000000001,3.9
59,2018,1,4.814,1.966971410611096,15.00666666666667,17.603472208645336,5,6,83.33333333333334,81.0,0,2.647999999999997,1.1367095626293022,1.5112904373706952,0.0,118.7,0.54,424.0,3.0,23.0,16.011957,123.0,0.0,7.0,1.6609118,0.0,,7.0,23.932,1,7.0,,,115.57300567626952,0.3218962997198105,0.4582103639841079,3.5,25.0,67.5,-3.247189521789551,0.6144260168075562,12.445103168487549,0.2363636419177055,10.6,
60,2018,1,4.733750000000001,3.832421699246651,6.86888888888889,38.18878181368917,6,9,66.66666666666666,63.0,1,6.951666666666665,6.802813477923034,0.1488531887436313,0.111,123.8,0.67,198.0,2.0,10.0,7.2839,169.0,2.0,7.0,-6.0941095,0.0,,209.0,26.278,1,209.0,,,,,,,,,,,,,9.3,12.7
61,2018,1,4.722857142857142,1.4129644597367208,15.855714285714283,30.621309937648288,1,7,14.285714285714285,10.0,0,1.3599999999999994,1.3326608772567852,0.0273391227432142,0.0,0.0,0.73,98.0,0.0,5.0,-27.86417,83.0,0.0,3.0,-11.882841,0.0,,28.0,27.592,1,28.0,0.0,,,,,,,,,,,,1.5,
