season,week,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected,carries,rushing_yards_before_contact_avg,rushing_yards_after_contact_avg,offense_pct,team_passing_yards,team_passing_tds,team_passing_first_downs,team_passing_epa,team_rushing_yards,team_rushing_tds,team_rushing_first_downs,team_rushing_epa,rushing_first_downs,rushing_epa,ffpts,temp_week,ffpts_target
2018,1,1.5407574921291942,11.318933982189428,0.8863398083861437,3.258096538021482,4.564348191467836,1.3062516534463544,1,5.762170909244769,4.20023990433339,1.7434747278432525,0.38147242130398035,3.258096538021482,1.252762968495368,1.252762968495368,0.570603692601686,73.13645406808361,2.0,6.74995051962064,14.029820358105805,13.291008901623721,1.0,10.0,2.6145437562203364,4.0,0.7124850163370801,2.747270914255491,1.0,0.854658201244838
2018,1,1.7918011350266903,3.263265729393446,0.7881360471959787,2.772588722239781,3.6888794541139363,0.9162907318741551,0,5.190833550290554,3.5853548712123917,1.4065366437812021,0.24237779183530278,2.772588722239781,1.0296194171811581,1.0986122886681098,0.8885153692333417,70.81283244204387,2.0,7.478804689014617,0.20167010906401914,11.099867194762352,0.0,3.0,-12.171299750815404,1.0,-8.349630763463766,1.3862943611198906,1.0,1.33500106673234
2018,1,1.1685735799740702,8.522299874587647,0.8337186400572091,2.302585092994046,3.912023005428146,1.6094379124341003,0,4.8423777519473274,4.053193974402461,1.7138094946802949,0.28921716185033286,2.302585092994046,1.7227665977411035,0.9932517730102834,0.9491610815469842,52.17110208474256,0.0,5.162565457588991,-0.6658839235906477,12.212929600438859,2.0,9.0,-4.962413294070853,2.0,-4.554340777963567,1.6094379124341003,,
2018,1,1.183371809638818,0.0,0.8598678582732359,2.70805020110221,4.406719247264253,1.698669046162043,0,5.634374931478555,4.0913514943808655,1.7208926921748233,0.38147242130398035,2.70805020110221,1.4350845252893225,1.5040773967762742,0.7807163347634091,54.540472563702544,0.0,4.730531351560246,-4.855683636885639,11.942344051975773,1.0,7.0,2.4465938522074735,3.0,0.8561493987737399,2.1041341542702074,1.0,1.252762968495368
2018,1,2.029456486760774,10.012375534160002,0.7939286856344056,2.302585092994046,3.258096538021482,0.9555114450274363,0,4.342147110756496,3.7975602699324797,1.4215361918641358,0.11310851172818631,2.302585092994046,1.3083328196501787,0.7884573603642703,0.3027006371572011,65.63750467708299,0.0,6.74995051962064,-18.207327805594566,11.099867194762352,1.0,4.0,-0.144233815584556,0.0,-3.1097260244368328,0.9555114450274363,1.0,1.7227665977411037
2018,1,1.3214383292636653,9.49561580408186,0.8072137955910147,2.3978952727983707,3.7376696182833684,1.3397743454849975,0,4.625883524311013,4.019529449551302,1.676501064348767,0.5125669682843764,2.3978952727983707,1.5686159179138452,0.8329091229351039,0.2414316831502647,70.81283244204387,2.0,7.478804689014617,0.20167010906401914,11.099867194762352,0.0,3.0,-12.171299750815404,1.0,-2.7090165711311296,1.4350845252893227,,
2018,1,1.7143608323608792,9.400561382490931,0.9011081573019603,2.6390573296152584,3.871201010907891,1.2321436812926323,0,4.786901223699957,3.854711623552026,1.542575603135406,0.3673976482200861,2.6390573296152584,1.3609765531356006,1.0647107369924282,0.8164518515557724,67.81229610371922,2.0,5.162565457588991,2.252478889663213,11.254102702338901,0.0,7.0,-3.6698928616682958,3.0,-3.2259941885064105,1.5686159179138455,1.0,2.424802725718295
2018,1,1.5417856054035934,6.377611152393808,0.7917673465121677,2.3978952727983707,3.713572066704308,1.3156767939059373,1,5.1782242056489585,3.62495319096812,1.3074240617111557,0.2637296885741766,2.3978952727983707,1.1314021114911004,1.3609765531356006,0.35729210301496234,,,,,,,,,4.0,0.8730713489088787,2.312535423847214,1.0,2.5257286443082556
2018,1,1.3930894042527193,12.666618406307979,0.7765009602730999,2.5649493574615367,3.784189633918261,1.2192402764567245,1,4.412146552209764,4.142983607330278,1.773276103206965,0.5063425732978163,2.5649493574615367,1.1314021114911004,1.2809338454620642,0.29186276081418094,74.18327260119948,3.0,6.74995051962064,8.420388585618817,11.138762181443383,3.0,11.0,-3.842471907838619,3.0,-1.2986477963435537,2.341805806147327,,
2018,1,1.3652409519220583,5.29223095762619,0.9452239489784079,2.70805020110221,4.23410650459726,1.5260563034950492,1,5.487738158966641,3.976769602348506,1.6405034982864517,0.19503180226132716,2.70805020110221,1.6486586255873816,0.9932517730102834,1.034950452731471,54.305326754849155,0.0,5.578755222138347,-8.588418601252924,10.179347421230364,1.0,4.0,0.20317956724880115,3.0,0.18555592653658132,2.5572273113676265,1.0,2.624668592163159
2018,1,1.2341060403203636,5.684699432633076,0.8392754018485085,2.995732273553991,4.584967478670572,1.589235205116581,0,5.724389754144059,4.270461688599175,1.8056558651075711,0.4269315914668354,2.995732273553991,1.5040773967762742,1.33500106673234,0.8523856258777242,55.710452975385465,1.0,4.730531351560246,-9.10437979450769,12.848020256351251,1.0,10.0,-2.447521811090896,3.0,-1.1188213347028122,2.2823823856765264,1.0,1.916922612182061
2018,1,1.2933380753985262,8.721335651191437,0.8237018568560895,2.772588722239781,4.31748811353631,1.5448993912965292,1,5.518242315306632,4.060949966196325,1.696440539041929,0.3585795682067286,2.772588722239781,1.4586150226995167,1.308332819650179,0.7807163347634091,65.63750467708299,0.0,6.74995051962064,-18.207327805594566,11.099867194762352,1.0,4.0,-0.144233815584556,2.0,1.009284493980269,2.6026896854443837,1.0,1.4350845252893227
